GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,41          ,47          ,55          ,
-1       ,38          ,46          ,79          ,
0        ,35          ,47          ,48          ,
1        ,41          ,52          ,54          ,
2        ,47          ,57          ,63          ,
3        ,51          ,58          ,66          ,
4        ,50          ,57          ,64          ,
5        ,52          ,61          ,63          ,
6        ,56          ,64          ,67          ,
7        ,55          ,64          ,69          ,
8        ,53          ,57          ,69          ,
9        ,53          ,58          ,68          ,
10       ,54          ,61          ,72          ,
11       ,58          ,65          ,80          ,
12       ,64          ,74          ,86          ,
13       ,68          ,70          ,86          ,
14       ,63          ,65          ,84          ,
15       ,60          ,62          ,83          ,
16       ,59          ,63          ,80          ,
17       ,59          ,62          ,81          ,
18       ,58          ,61          ,80          ,
19       ,56          ,64          ,81          ,
20       ,61          ,73          ,86          ,
21       ,68          ,73          ,88          ,
22       ,67          ,75          ,87          ,
23       ,63          ,70          ,88          ,
24       ,62          ,73          ,87          ,
25       ,62          ,72          ,87          ,
26       ,60          ,71          ,86          ,
27       ,62          ,69          ,84          ,
28       ,63          ,72          ,88          ,
29       ,63          ,69          ,87          ,
30       ,60          ,72          ,87          ,
31       ,70          ,81          ,89          ,
32       ,63          ,67          ,89          ,
33       ,59          ,69          ,82          ,
34       ,67          ,72          ,84          ,
35       ,46          ,84          ,85          ,
36       ,37          ,71          ,89          ,
37       ,46          ,74          ,84          ,
38       ,44          ,72          ,87          ,
39       ,52          ,52          ,93          ,
