GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,54          ,61          ,77          ,
0        ,54          ,64          ,64          ,
1        ,62          ,72          ,73          ,
2        ,69          ,76          ,78          ,
3        ,70          ,71          ,78          ,
4        ,63          ,70          ,73          ,
5        ,65          ,71          ,75          ,
6        ,69          ,75          ,79          ,
7        ,71          ,77          ,81          ,
8        ,72          ,75          ,84          ,
9        ,69          ,74          ,83          ,
10       ,69          ,73          ,85          ,
11       ,71          ,83          ,88          ,
12       ,78          ,80          ,94          ,
13       ,75          ,78          ,91          ,
14       ,71          ,78          ,89          ,
15       ,73          ,78          ,88          ,
16       ,67          ,80          ,90          ,
17       ,67          ,83          ,91          ,
18       ,62          ,82          ,93          ,
19       ,56          ,87          ,94          ,
20       ,82          ,89          ,96          ,
21       ,86          ,89          ,98          ,
22       ,81          ,83          ,98          ,
23       ,79          ,88          ,97          ,
24       ,76          ,80          ,97          ,
25       ,70          ,81          ,92          ,
26       ,75          ,80          ,95          ,
27       ,79          ,90          ,93          ,
28       ,77          ,85          ,99          ,
29       ,82          ,88          ,97          ,
30       ,78          ,86          ,98          ,
31       ,71          ,85          ,98          ,
32       ,60          ,84          ,96          ,
33       ,56          ,88          ,95          ,
34       ,56          ,89          ,100         ,
35       ,75          ,93          ,100         ,
36       ,72          ,93          ,100         ,
37       ,67          ,92          ,100         ,
38       ,55          ,100         ,100         ,
39       ,63          ,100         ,100         ,
40       ,100         ,100         ,100         ,
