GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,19.6        ,32.4        ,33.3        ,
0        ,32.2        ,34.5        ,35.1        ,
1        ,33.3        ,33.8        ,35.1        ,
2        ,32.5        ,33.0        ,34.5        ,
3        ,31.2        ,31.7        ,33.6        ,
4        ,30.5        ,30.6        ,32.9        ,
5        ,29.7        ,30.4        ,31.8        ,
6        ,29.0        ,29.8        ,31.0        ,
7        ,28.3        ,29.1        ,30.2        ,
8        ,27.9        ,28.4        ,29.7        ,
9        ,27.8        ,28.6        ,29.5        ,
10       ,27.3        ,27.9        ,29.2        ,
11       ,27.0        ,27.5        ,29.0        ,
12       ,26.3        ,27.7        ,28.5        ,
13       ,25.9        ,26.8        ,28.1        ,
14       ,25.2        ,26.1        ,28.0        ,
15       ,24.9        ,25.6        ,27.2        ,
16       ,24.3        ,25.1        ,27.4        ,
17       ,24.2        ,25.2        ,27.0        ,
18       ,23.6        ,24.3        ,27.4        ,
19       ,23.4        ,24.1        ,27.5        ,
20       ,23.6        ,23.9        ,25.8        ,
21       ,22.5        ,22.9        ,25.5        ,
22       ,22.0        ,22.0        ,25.2        ,
23       ,21.6        ,22.1        ,24.9        ,
24       ,21.1        ,21.3        ,24.3        ,
25       ,20.6        ,21.0        ,24.0        ,
26       ,20.7        ,21.4        ,23.3        ,
27       ,21.0        ,21.3        ,22.9        ,
28       ,20.1        ,20.4        ,22.8        ,
29       ,20.0        ,21.1        ,22.2        ,
30       ,19.5        ,20.2        ,22.0        ,
31       ,18.9        ,19.4        ,21.6        ,
32       ,18.4        ,19.1        ,21.6        ,
33       ,18.1        ,18.4        ,21.7        ,
34       ,17.9        ,18.6        ,21.4        ,
35       ,17.0        ,17.7        ,20.0        ,
36       ,16.9        ,17.8        ,19.8        ,
37       ,16.2        ,17.9        ,19.7        ,
38       ,6.4         ,13.0        ,19.1        ,
39       ,1.3         ,9.7         ,13.9        ,
40       ,9.5         ,9.7         ,10.1        ,
