GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.3        ,33.1        ,33.6        ,
0        ,32.5        ,34.2        ,35.6        ,
1        ,33.2        ,33.5        ,35.7        ,
2        ,32.0        ,32.8        ,34.3        ,
3        ,31.0        ,32.0        ,33.1        ,
4        ,30.4        ,30.8        ,32.5        ,
5        ,29.5        ,29.6        ,32.3        ,
6        ,29.1        ,29.4        ,33.2        ,
7        ,28.8        ,29.1        ,30.7        ,
8        ,28.4        ,28.6        ,32.4        ,
9        ,28.0        ,28.8        ,32.6        ,
10       ,28.0        ,28.3        ,32.6        ,
11       ,27.4        ,28.0        ,30.3        ,
12       ,26.8        ,27.2        ,28.6        ,
13       ,25.8        ,26.3        ,28.2        ,
14       ,25.5        ,26.3        ,28.9        ,
15       ,25.2        ,26.5        ,29.2        ,
16       ,25.2        ,26.1        ,28.7        ,
17       ,24.9        ,25.8        ,27.3        ,
18       ,24.4        ,25.3        ,26.6        ,
19       ,23.6        ,23.7        ,27.1        ,
20       ,23.3        ,24.0        ,27.5        ,
21       ,23.4        ,24.2        ,28.2        ,
22       ,23.0        ,24.2        ,28.9        ,
23       ,23.3        ,24.5        ,28.3        ,
24       ,23.6        ,24.4        ,27.0        ,
25       ,23.1        ,23.3        ,27.8        ,
26       ,22.9        ,23.3        ,27.9        ,
27       ,23.1        ,23.7        ,27.1        ,
28       ,22.6        ,23.8        ,25.1        ,
29       ,22.0        ,22.6        ,29.6        ,
30       ,19.5        ,20.2        ,23.3        ,
31       ,19.2        ,20.3        ,22.9        ,
32       ,19.3        ,19.4        ,22.0        ,
33       ,17.9        ,18.0        ,20.8        ,
34       ,16.2        ,16.5        ,21.0        ,
35       ,15.8        ,17.0        ,22.5        ,
36       ,16.6        ,18.0        ,23.6        ,
37       ,17.5        ,19.1        ,20.7        ,
38       ,16.1        ,18.6        ,21.4        ,
