GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,63          ,64          ,65          ,
0        ,58          ,62          ,66          ,
1        ,52          ,56          ,64          ,
2        ,55          ,62          ,65          ,
3        ,61          ,78          ,81          ,
4        ,68          ,81          ,82          ,
5        ,67          ,81          ,84          ,
6        ,71          ,78          ,83          ,
7        ,70          ,79          ,83          ,
8        ,67          ,80          ,84          ,
9        ,74          ,82          ,84          ,
10       ,76          ,77          ,84          ,
11       ,53          ,79          ,79          ,
12       ,75          ,79          ,84          ,
13       ,62          ,78          ,84          ,
14       ,66          ,80          ,85          ,
15       ,68          ,84          ,85          ,
16       ,76          ,82          ,86          ,
17       ,80          ,81          ,83          ,
18       ,80          ,82          ,83          ,
19       ,69          ,79          ,83          ,
20       ,65          ,81          ,84          ,
21       ,67          ,82          ,84          ,
22       ,65          ,82          ,83          ,
23       ,70          ,83          ,83          ,
24       ,52          ,76          ,84          ,
25       ,69          ,73          ,84          ,
26       ,65          ,68          ,83          ,
27       ,60          ,65          ,84          ,
28       ,34          ,39          ,78          ,
29       ,23          ,81          ,84          ,
30       ,76          ,84          ,88          ,
31       ,80          ,85          ,89          ,
32       ,74          ,77          ,87          ,
33       ,67          ,86          ,86          ,
34       ,72          ,84          ,87          ,
35       ,75          ,84          ,86          ,
36       ,72          ,73          ,88          ,
37       ,17          ,19          ,75          ,
38       ,15          ,67          ,100         ,
