GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,49          ,65          ,65          ,
-1       ,57          ,59          ,73          ,
0        ,49          ,55          ,59          ,
1        ,36          ,38          ,56          ,
2        ,36          ,54          ,57          ,
3        ,45          ,58          ,61          ,
4        ,43          ,59          ,64          ,
5        ,49          ,70          ,72          ,
6        ,62          ,73          ,77          ,
7        ,56          ,74          ,78          ,
8        ,52          ,74          ,77          ,
9        ,55          ,76          ,77          ,
10       ,74          ,75          ,82          ,
11       ,55          ,57          ,76          ,
12       ,44          ,58          ,65          ,
13       ,43          ,61          ,69          ,
14       ,46          ,65          ,71          ,
15       ,58          ,76          ,78          ,
16       ,73          ,74          ,81          ,
17       ,69          ,73          ,80          ,
18       ,51          ,72          ,79          ,
19       ,44          ,72          ,78          ,
20       ,49          ,74          ,79          ,
21       ,46          ,75          ,80          ,
22       ,52          ,70          ,79          ,
23       ,70          ,77          ,84          ,
24       ,60          ,79          ,82          ,
25       ,62          ,82          ,83          ,
26       ,70          ,82          ,85          ,
27       ,78          ,86          ,87          ,
28       ,65          ,78          ,87          ,
29       ,68          ,71          ,81          ,
30       ,58          ,76          ,77          ,
31       ,68          ,80          ,82          ,
32       ,72          ,75          ,84          ,
33       ,49          ,77          ,83          ,
34       ,54          ,78          ,84          ,
35       ,65          ,83          ,84          ,
36       ,82          ,88          ,88          ,
37       ,76          ,84          ,88          ,
