2025-05-29 11:50:19,922 - INFO - Using device: cpu
2025-05-29 11:50:19,970 - INFO - 数据加载成功
2025-05-29 11:50:19,978 - INFO - BirdsVariety 标准化前: ['Cobb', 'SZ901Plus', 'SZ901PLUS', 'SZ901/\nSZ901PLUS', 'SZ901', 'SZ901Plus/SZ901', 'Cobb500', 'SZ901plus', 'SZ901\nSZ901plus', 'SZ901 PIUS', 'SZ901\nSZ901Plus', 'Cobb 500', '901.0', 'SZ901/901plus', '901plus', 'CObb', 'cobb', 'SZ901 Plus', 'SZ901 PLUS', '901Plus']
2025-05-29 11:50:19,978 - INFO - BirdsVariety 标准化后: ['Cobb', 'SZ901 Plus']
2025-05-29 11:50:19,978 - INFO - BirdsVariety 编码: {'Cobb': 0, 'SZ901 Plus': 1}
2025-05-29 11:50:19,978 - INFO - FarmSupervisor 编码: {'丁家宝': 0, '余涛': 1, '公赔河': 2, '刘乾乾': 3, '史成志': 4, '姚闯': 5, '张换吉': 6, '张明明': 7, '张玉风': 8, '戈兆康': 9, '李明': 10, '李芳昌': 11, '李荣': 12, '李豪': 13, '杨健健': 14, '杨文杰': 15, '王勇': 16, '王志远': 17, '罗冲': 18, '薄明龙': 19, '陈智': 20, '陈铁楠': 21, '高阳阳': 22}
2025-05-29 11:50:19,995 - INFO - 训练集大小: 323, 批次数量: 6
2025-05-29 11:50:19,995 - INFO - 验证集大小: 81, 批次数量: 2
2025-05-29 11:50:20,079 - INFO - 使用 TransformerWithPostFusion 模型, hidden_dim=128, nhead=8, num_layers=3
2025-05-29 11:50:22,343 - INFO - Epoch 1/200 | Train Loss: 0.641290 | Val Loss: 1.347921 | Train R2: -1.4056 | Val R2: -0.3163 | Best Val R2: -0.3163
2025-05-29 11:50:22,688 - INFO - Epoch 2/200 | Train Loss: 0.488687 | Val Loss: 1.191799 | Train R2: -0.6896 | Val R2: -0.4291 | Best Val R2: -0.3163
2025-05-29 11:50:23,099 - INFO - Epoch 3/200 | Train Loss: 0.376107 | Val Loss: 0.887326 | Train R2: -0.4355 | Val R2: -0.1399 | Best Val R2: -0.1399
2025-05-29 11:50:23,552 - INFO - Epoch 4/200 | Train Loss: 0.319246 | Val Loss: 0.847959 | Train R2: -0.2799 | Val R2: -0.0687 | Best Val R2: -0.0687
2025-05-29 11:50:24,101 - INFO - Epoch 5/200 | Train Loss: 0.314238 | Val Loss: 0.845666 | Train R2: -0.2544 | Val R2: -0.0560 | Best Val R2: -0.0560
2025-05-29 11:50:24,578 - INFO - Epoch 6/200 | Train Loss: 0.309033 | Val Loss: 0.860247 | Train R2: -0.2627 | Val R2: -0.0467 | Best Val R2: -0.0467
2025-05-29 11:50:25,040 - INFO - Epoch 7/200 | Train Loss: 0.301701 | Val Loss: 0.856163 | Train R2: -0.1435 | Val R2: -0.0271 | Best Val R2: -0.0271
2025-05-29 11:50:25,787 - INFO - Epoch 8/200 | Train Loss: 0.295466 | Val Loss: 0.850559 | Train R2: -0.1499 | Val R2: -0.0227 | Best Val R2: -0.0227
2025-05-29 11:50:26,356 - INFO - Epoch 9/200 | Train Loss: 0.298158 | Val Loss: 0.847394 | Train R2: -0.2113 | Val R2: -0.0228 | Best Val R2: -0.0227
2025-05-29 11:50:27,031 - INFO - Epoch 10/200 | Train Loss: 0.287840 | Val Loss: 0.846803 | Train R2: -0.0603 | Val R2: -0.0237 | Best Val R2: -0.0227
2025-05-29 11:50:27,644 - INFO - Epoch 11/200 | Train Loss: 0.293198 | Val Loss: 0.830302 | Train R2: -0.1077 | Val R2: 0.0064 | Best Val R2: 0.0064
2025-05-29 11:50:28,144 - INFO - Epoch 12/200 | Train Loss: 0.295048 | Val Loss: 0.841122 | Train R2: -0.0721 | Val R2: -0.0263 | Best Val R2: 0.0064
2025-05-29 11:50:28,687 - INFO - Epoch 13/200 | Train Loss: 0.297134 | Val Loss: 0.838028 | Train R2: -0.1420 | Val R2: -0.0636 | Best Val R2: 0.0064
2025-05-29 11:50:29,127 - INFO - Epoch 14/200 | Train Loss: 0.288452 | Val Loss: 0.842689 | Train R2: -0.1515 | Val R2: -0.0960 | Best Val R2: 0.0064
2025-05-29 11:50:29,922 - INFO - Epoch 15/200 | Train Loss: 0.282867 | Val Loss: 0.839715 | Train R2: -0.1236 | Val R2: -0.0850 | Best Val R2: 0.0064
2025-05-29 11:50:30,482 - INFO - Epoch 16/200 | Train Loss: 0.281811 | Val Loss: 0.833374 | Train R2: -0.1512 | Val R2: -0.0622 | Best Val R2: 0.0064
2025-05-29 11:50:30,917 - INFO - Epoch 17/200 | Train Loss: 0.278232 | Val Loss: 0.825932 | Train R2: -0.1555 | Val R2: -0.0313 | Best Val R2: 0.0064
2025-05-29 11:50:31,252 - INFO - Epoch 18/200 | Train Loss: 0.281885 | Val Loss: 0.824939 | Train R2: -0.1710 | Val R2: -0.0152 | Best Val R2: 0.0064
2025-05-29 11:50:31,732 - INFO - Epoch 19/200 | Train Loss: 0.278424 | Val Loss: 0.826099 | Train R2: -0.0433 | Val R2: -0.0094 | Best Val R2: 0.0064
2025-05-29 11:50:32,578 - INFO - Epoch 20/200 | Train Loss: 0.273140 | Val Loss: 0.826143 | Train R2: -0.1136 | Val R2: -0.0075 | Best Val R2: 0.0064
2025-05-29 11:50:33,308 - INFO - Epoch 21/200 | Train Loss: 0.272468 | Val Loss: 0.835667 | Train R2: -0.0190 | Val R2: 0.0165 | Best Val R2: 0.0165
2025-05-29 11:50:34,040 - INFO - Epoch 22/200 | Train Loss: 0.276266 | Val Loss: 0.851669 | Train R2: -0.0733 | Val R2: 0.0385 | Best Val R2: 0.0385
2025-05-29 11:50:34,524 - INFO - Epoch 23/200 | Train Loss: 0.275226 | Val Loss: 0.843879 | Train R2: -0.0918 | Val R2: 0.0471 | Best Val R2: 0.0471
2025-05-29 11:50:35,179 - INFO - Epoch 24/200 | Train Loss: 0.276155 | Val Loss: 0.828374 | Train R2: -0.0405 | Val R2: 0.0390 | Best Val R2: 0.0471
2025-05-29 11:50:35,870 - INFO - Epoch 25/200 | Train Loss: 0.268641 | Val Loss: 0.827400 | Train R2: 0.0016 | Val R2: 0.0096 | Best Val R2: 0.0471
2025-05-29 11:50:36,393 - INFO - Epoch 26/200 | Train Loss: 0.269783 | Val Loss: 0.839713 | Train R2: -0.0020 | Val R2: -0.0258 | Best Val R2: 0.0471
2025-05-29 11:50:36,755 - INFO - Epoch 27/200 | Train Loss: 0.266754 | Val Loss: 0.843014 | Train R2: -0.0419 | Val R2: -0.0403 | Best Val R2: 0.0471
2025-05-29 11:50:37,067 - INFO - Epoch 28/200 | Train Loss: 0.267396 | Val Loss: 0.842809 | Train R2: -0.0703 | Val R2: -0.0452 | Best Val R2: 0.0471
2025-05-29 11:50:37,401 - INFO - Epoch 29/200 | Train Loss: 0.265747 | Val Loss: 0.843155 | Train R2: -0.0254 | Val R2: -0.0477 | Best Val R2: 0.0471
2025-05-29 11:50:37,772 - INFO - Epoch 30/200 | Train Loss: 0.267924 | Val Loss: 0.843528 | Train R2: -0.0192 | Val R2: -0.0486 | Best Val R2: 0.0471
2025-05-29 11:50:38,133 - INFO - Epoch 31/200 | Train Loss: 0.269092 | Val Loss: 0.850078 | Train R2: -0.0602 | Val R2: -0.0604 | Best Val R2: 0.0471
