2025-05-28 21:41:01,459 - INFO - Using device: cpu
2025-05-28 21:41:02,354 - INFO - 数据加载成功
2025-05-28 21:41:02,375 - INFO - BirdsVariety 标准化前: ['Cobb', 'SZ901Plus', 'SZ901PLUS', 'SZ901/\nSZ901PLUS', 'SZ901', 'SZ901Plus/SZ901', 'Cobb500', 'SZ901plus', 'SZ901\nSZ901plus', 'SZ901 PIUS', 'SZ901\nSZ901Plus', 'Cobb 500', '901.0', 'SZ901/901plus', '901plus', 'CObb', 'cobb', 'SZ901 Plus', 'SZ901 PLUS', '901Plus']
2025-05-28 21:41:02,391 - INFO - BirdsVariety 标准化后: ['Cobb', 'SZ901 Plus']
2025-05-28 21:41:02,394 - INFO - BirdsVariety 编码: {'Cobb': 0, 'SZ901 Plus': 1}
2025-05-28 21:41:02,398 - INFO - FarmSupervisor 编码: {'丁家宝': 0, '余涛': 1, '公赔河': 2, '刘乾乾': 3, '史成志': 4, '姚闯': 5, '张换吉': 6, '张明明': 7, '张玉风': 8, '戈兆康': 9, '李明': 10, '李芳昌': 11, '李荣': 12, '李豪': 13, '杨健健': 14, '杨文杰': 15, '王勇': 16, '王志远': 17, '罗冲': 18, '薄明龙': 19, '陈智': 20, '陈铁楠': 21, '高阳阳': 22}
2025-05-28 21:41:02,579 - INFO - 训练集大小: 323, 批次数量: 6
2025-05-28 21:41:02,581 - INFO - 验证集大小: 81, 批次数量: 2
2025-05-28 21:41:03,029 - INFO - 使用 TransformerWithPostFusion 模型, hidden_dim=128, nhead=8, num_layers=3
2025-05-28 21:41:38,744 - INFO - Epoch 1/200 | Train Loss: 0.615790 | Val Loss: 1.497618 | Train R2: -1.5805 | Val R2: -0.7267 | Best Val R2: -0.7267
2025-05-28 21:41:42,342 - INFO - Epoch 2/200 | Train Loss: 0.429288 | Val Loss: 1.107690 | Train R2: -0.7940 | Val R2: -0.2224 | Best Val R2: -0.2224
2025-05-28 21:41:46,076 - INFO - Epoch 3/200 | Train Loss: 0.366782 | Val Loss: 1.016698 | Train R2: -0.5006 | Val R2: -0.1980 | Best Val R2: -0.1980
2025-05-28 21:41:49,615 - INFO - Epoch 4/200 | Train Loss: 0.330318 | Val Loss: 1.003394 | Train R2: -0.3585 | Val R2: -0.1656 | Best Val R2: -0.1656
2025-05-28 21:41:53,215 - INFO - Epoch 5/200 | Train Loss: 0.328953 | Val Loss: 0.950175 | Train R2: -0.3431 | Val R2: -0.0624 | Best Val R2: -0.0624
2025-05-28 21:41:56,809 - INFO - Epoch 6/200 | Train Loss: 0.316251 | Val Loss: 0.935705 | Train R2: -0.2601 | Val R2: -0.0314 | Best Val R2: -0.0314
2025-05-28 21:42:00,001 - INFO - Epoch 7/200 | Train Loss: 0.306487 | Val Loss: 0.942919 | Train R2: -0.1980 | Val R2: -0.0400 | Best Val R2: -0.0314
2025-05-28 21:42:03,354 - INFO - Epoch 8/200 | Train Loss: 0.304461 | Val Loss: 0.946199 | Train R2: -0.2192 | Val R2: -0.0432 | Best Val R2: -0.0314
2025-05-28 21:42:06,815 - INFO - Epoch 9/200 | Train Loss: 0.296547 | Val Loss: 0.942949 | Train R2: -0.1137 | Val R2: -0.0396 | Best Val R2: -0.0314
2025-05-28 21:42:10,470 - INFO - Epoch 10/200 | Train Loss: 0.292162 | Val Loss: 0.941693 | Train R2: -0.1814 | Val R2: -0.0382 | Best Val R2: -0.0314
2025-05-28 21:42:13,937 - INFO - Epoch 11/200 | Train Loss: 0.297045 | Val Loss: 0.938374 | Train R2: -0.2278 | Val R2: -0.0237 | Best Val R2: -0.0237
2025-05-28 21:42:17,315 - INFO - Epoch 12/200 | Train Loss: 0.298972 | Val Loss: 0.973373 | Train R2: -0.2450 | Val R2: -0.0761 | Best Val R2: -0.0237
2025-05-28 21:42:20,752 - INFO - Epoch 13/200 | Train Loss: 0.311037 | Val Loss: 0.944616 | Train R2: -0.3342 | Val R2: -0.0794 | Best Val R2: -0.0237
2025-05-28 21:42:24,134 - INFO - Epoch 14/200 | Train Loss: 0.291994 | Val Loss: 0.968441 | Train R2: -0.2117 | Val R2: -0.1339 | Best Val R2: -0.0237
2025-05-28 21:42:27,491 - INFO - Epoch 15/200 | Train Loss: 0.282398 | Val Loss: 0.976689 | Train R2: -0.1864 | Val R2: -0.1317 | Best Val R2: -0.0237
2025-05-28 21:42:31,084 - INFO - Epoch 16/200 | Train Loss: 0.289939 | Val Loss: 0.952610 | Train R2: -0.1867 | Val R2: -0.0781 | Best Val R2: -0.0237
2025-05-28 21:42:34,354 - INFO - Epoch 17/200 | Train Loss: 0.278384 | Val Loss: 0.937305 | Train R2: -0.0891 | Val R2: -0.0390 | Best Val R2: -0.0237
2025-05-28 21:42:37,665 - INFO - Epoch 18/200 | Train Loss: 0.278936 | Val Loss: 0.933791 | Train R2: -0.0747 | Val R2: -0.0255 | Best Val R2: -0.0237
2025-05-28 21:42:41,376 - INFO - Epoch 19/200 | Train Loss: 0.282930 | Val Loss: 0.933226 | Train R2: -0.1820 | Val R2: -0.0226 | Best Val R2: -0.0226
2025-05-28 21:42:45,169 - INFO - Epoch 20/200 | Train Loss: 0.276132 | Val Loss: 0.933301 | Train R2: -0.1145 | Val R2: -0.0228 | Best Val R2: -0.0226
2025-05-28 21:42:48,916 - INFO - Epoch 21/200 | Train Loss: 0.274029 | Val Loss: 0.940593 | Train R2: -0.1513 | Val R2: -0.0489 | Best Val R2: -0.0226
2025-05-28 21:42:52,965 - INFO - Epoch 22/200 | Train Loss: 0.276199 | Val Loss: 0.941480 | Train R2: -0.0966 | Val R2: -0.0563 | Best Val R2: -0.0226
2025-05-28 21:42:56,313 - INFO - Epoch 23/200 | Train Loss: 0.274875 | Val Loss: 0.924813 | Train R2: -0.0831 | Val R2: -0.0236 | Best Val R2: -0.0226
2025-05-28 21:42:59,401 - INFO - Epoch 24/200 | Train Loss: 0.274080 | Val Loss: 0.920496 | Train R2: -0.1112 | Val R2: -0.0079 | Best Val R2: -0.0079
2025-05-28 21:43:02,956 - INFO - Epoch 25/200 | Train Loss: 0.268884 | Val Loss: 0.921636 | Train R2: -0.0817 | Val R2: -0.0116 | Best Val R2: -0.0079
2025-05-28 21:43:06,313 - INFO - Epoch 26/200 | Train Loss: 0.268336 | Val Loss: 0.924783 | Train R2: -0.1105 | Val R2: -0.0202 | Best Val R2: -0.0079
2025-05-28 21:43:09,889 - INFO - Epoch 27/200 | Train Loss: 0.273135 | Val Loss: 0.925531 | Train R2: -0.0911 | Val R2: -0.0223 | Best Val R2: -0.0079
2025-05-28 21:43:13,034 - INFO - Epoch 28/200 | Train Loss: 0.269721 | Val Loss: 0.925452 | Train R2: -0.0438 | Val R2: -0.0214 | Best Val R2: -0.0079
2025-05-28 21:43:16,541 - INFO - Epoch 29/200 | Train Loss: 0.266427 | Val Loss: 0.925363 | Train R2: -0.0557 | Val R2: -0.0214 | Best Val R2: -0.0079
2025-05-28 21:43:20,167 - INFO - Epoch 30/200 | Train Loss: 0.267366 | Val Loss: 0.925323 | Train R2: -0.0429 | Val R2: -0.0214 | Best Val R2: -0.0079
2025-05-28 21:43:24,485 - INFO - Epoch 31/200 | Train Loss: 0.270263 | Val Loss: 0.927625 | Train R2: -0.0738 | Val R2: -0.0273 | Best Val R2: -0.0079
