2025-05-30 10:45:45,831 - INFO - Using device: cpu
2025-05-30 10:45:45,947 - INFO - 数据加载成功
2025-05-30 10:45:45,957 - INFO - BirdsVariety 标准化前: ['Cobb', 'SZ901Plus', 'SZ901PLUS', 'SZ901/\nSZ901PLUS', 'SZ901', 'SZ901Plus/SZ901', 'Cobb500', 'SZ901plus', 'SZ901\nSZ901plus', 'SZ901 PIUS', 'SZ901\nSZ901Plus', 'Cobb 500', '901.0', 'SZ901/901plus', '901plus', 'CObb', 'cobb', 'SZ901 Plus', 'SZ901 PLUS', '901Plus']
2025-05-30 10:45:45,958 - INFO - BirdsVariety 标准化后: ['Cobb', 'SZ901 Plus']
2025-05-30 10:45:45,959 - INFO - BirdsVariety 编码: {'Cobb': 0, 'SZ901 Plus': 1}
2025-05-30 10:45:45,960 - INFO - FarmSupervisor 编码: {'丁家宝': 0, '余涛': 1, '公赔河': 2, '刘乾乾': 3, '史成志': 4, '姚闯': 5, '张换吉': 6, '张明明': 7, '张玉风': 8, '戈兆康': 9, '李明': 10, '李芳昌': 11, '李荣': 12, '李豪': 13, '杨健健': 14, '杨文杰': 15, '王勇': 16, '王志远': 17, '罗冲': 18, '薄明龙': 19, '陈智': 20, '陈铁楠': 21, '高阳阳': 22}
2025-05-30 10:45:45,998 - INFO - 训练集大小: 323, 批次数量: 6
2025-05-30 10:45:45,998 - INFO - 验证集大小: 81, 批次数量: 2
2025-05-30 10:45:46,109 - INFO - 使用 TransformerWithPostFusion 模型, hidden_dim=128, nhead=8, num_layers=3
2025-05-30 10:45:49,104 - INFO - Epoch 1/200 | Train Loss: 0.973054 | Val Loss: 1.894174 | Train R2: -2.7111 | Val R2: -0.9810 | Best Val R2: -0.9810
2025-05-30 10:45:49,811 - INFO - Epoch 2/200 | Train Loss: 0.538574 | Val Loss: 1.300333 | Train R2: -1.2222 | Val R2: -0.5525 | Best Val R2: -0.5525
2025-05-30 10:45:50,327 - INFO - Epoch 3/200 | Train Loss: 0.467553 | Val Loss: 1.142599 | Train R2: -1.0508 | Val R2: -0.6333 | Best Val R2: -0.5525
2025-05-30 10:45:50,757 - INFO - Epoch 4/200 | Train Loss: 0.366221 | Val Loss: 1.087880 | Train R2: -0.5278 | Val R2: -0.5244 | Best Val R2: -0.5244
2025-05-30 10:45:51,115 - INFO - Epoch 5/200 | Train Loss: 0.353119 | Val Loss: 0.931082 | Train R2: -0.5217 | Val R2: -0.2324 | Best Val R2: -0.2324
2025-05-30 10:45:51,475 - INFO - Epoch 6/200 | Train Loss: 0.322671 | Val Loss: 0.895042 | Train R2: -0.4000 | Val R2: -0.0985 | Best Val R2: -0.0985
2025-05-30 10:45:51,932 - INFO - Epoch 7/200 | Train Loss: 0.317672 | Val Loss: 0.903370 | Train R2: -0.2212 | Val R2: -0.0930 | Best Val R2: -0.0930
2025-05-30 10:45:52,429 - INFO - Epoch 8/200 | Train Loss: 0.309260 | Val Loss: 0.907368 | Train R2: -0.1793 | Val R2: -0.1082 | Best Val R2: -0.0930
2025-05-30 10:45:52,932 - INFO - Epoch 9/200 | Train Loss: 0.303289 | Val Loss: 0.905843 | Train R2: -0.1997 | Val R2: -0.1113 | Best Val R2: -0.0930
2025-05-30 10:45:53,358 - INFO - Epoch 10/200 | Train Loss: 0.308958 | Val Loss: 0.903985 | Train R2: -0.2785 | Val R2: -0.1092 | Best Val R2: -0.0930
2025-05-30 10:45:54,053 - INFO - Epoch 11/200 | Train Loss: 0.299047 | Val Loss: 0.885807 | Train R2: -0.1728 | Val R2: -0.0575 | Best Val R2: -0.0575
2025-05-30 10:45:54,674 - INFO - Epoch 12/200 | Train Loss: 0.307588 | Val Loss: 0.886119 | Train R2: -0.2569 | Val R2: -0.0562 | Best Val R2: -0.0562
2025-05-30 10:45:55,108 - INFO - Epoch 13/200 | Train Loss: 0.307305 | Val Loss: 0.856008 | Train R2: -0.2779 | Val R2: -0.0460 | Best Val R2: -0.0460
2025-05-30 10:45:55,712 - INFO - Epoch 14/200 | Train Loss: 0.296423 | Val Loss: 0.846057 | Train R2: -0.2762 | Val R2: -0.0629 | Best Val R2: -0.0460
2025-05-30 10:45:56,327 - INFO - Epoch 15/200 | Train Loss: 0.287754 | Val Loss: 0.876907 | Train R2: -0.1520 | Val R2: -0.1058 | Best Val R2: -0.0460
2025-05-30 10:45:56,941 - INFO - Epoch 16/200 | Train Loss: 0.288274 | Val Loss: 0.868592 | Train R2: -0.2053 | Val R2: -0.0884 | Best Val R2: -0.0460
2025-05-30 10:45:57,522 - INFO - Epoch 17/200 | Train Loss: 0.283801 | Val Loss: 0.846630 | Train R2: -0.1647 | Val R2: -0.0455 | Best Val R2: -0.0455
2025-05-30 10:45:58,075 - INFO - Epoch 18/200 | Train Loss: 0.277267 | Val Loss: 0.838153 | Train R2: -0.1016 | Val R2: -0.0234 | Best Val R2: -0.0234
2025-05-30 10:45:58,408 - INFO - Epoch 19/200 | Train Loss: 0.278657 | Val Loss: 0.836401 | Train R2: -0.1350 | Val R2: -0.0191 | Best Val R2: -0.0191
2025-05-30 10:45:58,778 - INFO - Epoch 20/200 | Train Loss: 0.274580 | Val Loss: 0.835982 | Train R2: -0.1475 | Val R2: -0.0176 | Best Val R2: -0.0176
2025-05-30 10:45:59,127 - INFO - Epoch 21/200 | Train Loss: 0.285965 | Val Loss: 0.834582 | Train R2: -0.2039 | Val R2: 0.0133 | Best Val R2: 0.0133
2025-05-30 10:45:59,687 - INFO - Epoch 22/200 | Train Loss: 0.276989 | Val Loss: 0.841192 | Train R2: -0.0889 | Val R2: 0.0178 | Best Val R2: 0.0178
2025-05-30 10:46:00,408 - INFO - Epoch 23/200 | Train Loss: 0.282450 | Val Loss: 0.830661 | Train R2: -0.1260 | Val R2: 0.0033 | Best Val R2: 0.0178
2025-05-30 10:46:00,939 - INFO - Epoch 24/200 | Train Loss: 0.274963 | Val Loss: 0.842093 | Train R2: -0.1191 | Val R2: -0.0583 | Best Val R2: 0.0178
2025-05-30 10:46:01,330 - INFO - Epoch 25/200 | Train Loss: 0.272756 | Val Loss: 0.874064 | Train R2: -0.0564 | Val R2: -0.1210 | Best Val R2: 0.0178
2025-05-30 10:46:01,815 - INFO - Epoch 26/200 | Train Loss: 0.272630 | Val Loss: 0.867687 | Train R2: -0.1091 | Val R2: -0.1131 | Best Val R2: 0.0178
2025-05-30 10:46:02,358 - INFO - Epoch 27/200 | Train Loss: 0.271769 | Val Loss: 0.854139 | Train R2: -0.1121 | Val R2: -0.0898 | Best Val R2: 0.0178
2025-05-30 10:46:02,889 - INFO - Epoch 28/200 | Train Loss: 0.268065 | Val Loss: 0.847846 | Train R2: -0.0545 | Val R2: -0.0764 | Best Val R2: 0.0178
2025-05-30 10:46:03,375 - INFO - Epoch 29/200 | Train Loss: 0.268604 | Val Loss: 0.845347 | Train R2: -0.0541 | Val R2: -0.0694 | Best Val R2: 0.0178
2025-05-30 10:46:03,892 - INFO - Epoch 30/200 | Train Loss: 0.267181 | Val Loss: 0.844416 | Train R2: -0.1148 | Val R2: -0.0672 | Best Val R2: 0.0178
2025-05-30 10:46:04,589 - INFO - Epoch 31/200 | Train Loss: 0.263149 | Val Loss: 0.829983 | Train R2: -0.0596 | Val R2: -0.0293 | Best Val R2: 0.0178
2025-05-30 10:46:04,994 - INFO - Epoch 32/200 | Train Loss: 0.267730 | Val Loss: 0.824617 | Train R2: -0.0778 | Val R2: -0.0001 | Best Val R2: 0.0178
2025-05-30 10:46:05,497 - INFO - Epoch 33/200 | Train Loss: 0.267203 | Val Loss: 0.845472 | Train R2: -0.0635 | Val R2: -0.0189 | Best Val R2: 0.0178
2025-05-30 10:46:05,956 - INFO - Epoch 34/200 | Train Loss: 0.264818 | Val Loss: 0.851669 | Train R2: -0.1138 | Val R2: -0.0177 | Best Val R2: 0.0178
