GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.9        ,33.3        ,34.2        ,
-1       ,28.8        ,34.3        ,36.2        ,
0        ,32.3        ,34.2        ,35.8        ,
1        ,32.9        ,33.3        ,34.9        ,
2        ,31.3        ,32.9        ,33.9        ,
3        ,31.3        ,31.9        ,33.3        ,
4        ,30.2        ,30.6        ,32.3        ,
5        ,29.6        ,30.4        ,31.3        ,
6        ,29.2        ,29.6        ,30.8        ,
7        ,28.7        ,29.4        ,30.4        ,
8        ,28.1        ,28.6        ,30.0        ,
9        ,27.3        ,28.6        ,29.3        ,
10       ,27.1        ,27.2        ,29.2        ,
11       ,26.6        ,27.9        ,28.7        ,
12       ,26.2        ,27.8        ,28.8        ,
13       ,25.6        ,26.8        ,28.4        ,
14       ,25.4        ,26.9        ,27.7        ,
15       ,24.8        ,25.8        ,27.1        ,
16       ,24.2        ,24.8        ,26.5        ,
17       ,23.8        ,24.4        ,26.2        ,
18       ,23.6        ,24.2        ,25.9        ,
19       ,23.4        ,23.7        ,25.5        ,
20       ,23.2        ,24.6        ,25.6        ,
21       ,23.4        ,24.4        ,25.6        ,
22       ,23.3        ,24.4        ,25.6        ,
23       ,23.1        ,23.3        ,25.5        ,
24       ,22.9        ,24.2        ,25.8        ,
25       ,22.5        ,23.4        ,25.5        ,
26       ,22.1        ,23.1        ,25.0        ,
27       ,21.9        ,22.3        ,24.3        ,
28       ,21.0        ,22.4        ,24.5        ,
29       ,20.6        ,21.2        ,23.5        ,
30       ,20.2        ,22.0        ,22.9        ,
31       ,20.0        ,21.2        ,23.7        ,
32       ,20.3        ,20.5        ,24.2        ,
33       ,19.4        ,19.9        ,23.4        ,
34       ,19.0        ,19.4        ,23.2        ,
35       ,18.5        ,19.7        ,22.6        ,
36       ,5.0         ,5.3         ,21.0        ,
37       ,3.7         ,11.3        ,11.3        ,
