GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,54          ,55          ,75          ,
-1       ,40          ,48          ,80          ,
0        ,36          ,52          ,53          ,
1        ,48          ,63          ,63          ,
2        ,61          ,67          ,70          ,
3        ,66          ,75          ,79          ,
4        ,74          ,79          ,81          ,
5        ,76          ,83          ,85          ,
6        ,78          ,84          ,86          ,
7        ,82          ,85          ,89          ,
8        ,78          ,82          ,89          ,
9        ,79          ,82          ,90          ,
10       ,77          ,78          ,88          ,
11       ,74          ,78          ,87          ,
12       ,72          ,79          ,86          ,
13       ,75          ,81          ,88          ,
14       ,75          ,80          ,91          ,
15       ,75          ,79          ,87          ,
16       ,71          ,73          ,85          ,
17       ,68          ,70          ,82          ,
18       ,62          ,75          ,82          ,
19       ,64          ,75          ,83          ,
20       ,70          ,80          ,86          ,
21       ,68          ,79          ,87          ,
22       ,66          ,77          ,89          ,
23       ,70          ,80          ,86          ,
24       ,69          ,79          ,91          ,
25       ,71          ,75          ,86          ,
26       ,64          ,79          ,87          ,
27       ,70          ,71          ,85          ,
28       ,67          ,75          ,86          ,
29       ,65          ,70          ,88          ,
30       ,65          ,75          ,85          ,
31       ,64          ,72          ,84          ,
32       ,59          ,71          ,82          ,
33       ,61          ,70          ,85          ,
34       ,59          ,72          ,84          ,
35       ,60          ,82          ,86          ,
36       ,63          ,76          ,87          ,
37       ,不详          ,不详          ,不详          ,
