GROWTH_DAY,HISTORY_TIME,TARGET_TEMP,HOUSE_TEMP_MIN,HOUSE_TEMP_AVG,HOUSE_TEMP_MAX,TEMP_1_AVG,TEMP_2_AVG,TEMP_3_AVG,TEMP_4_AVG,TEMP_5_AVG,TEMP_6_AVG,ATTIC_MIN,ATTIC_AVG,ATTIC_MAX,OUTSIDE_MIN,OUTSIDE_AVG,OUTSIDE_MAX,HUMIDITY_IN_1_MIN,HUMIDITY_IN_1_AVG,HUMIDITY_IN_1_MAX,WATER_CON,FEED_CON,LEVEL,
-1        ,21:00       ,33.6       ,32.6          ,32.9          ,34.3          ,32.6      ,33.3      ,32.7      ,32.9      ,33.2      ,32.5      ,---      ,---      ,---      ,5.3        ,5.3        ,5.7        ,51               ,52.7             ,54               ,0        ,0       ,1    ,
-1        ,22:00       ,33.5       ,32.8          ,33.8          ,34.3          ,33.3      ,35.3      ,33.2      ,33.7      ,34.6      ,33.1      ,---      ,---      ,---      ,4.8        ,4.8        ,5.3        ,52               ,53.9             ,54               ,0        ,0       ,1    ,
-1        ,23:00       ,33.5       ,32.7          ,33.6          ,34.2          ,33.7      ,34.5      ,33.5      ,33.7      ,33.7      ,32.7      ,---      ,---      ,---      ,4.7        ,5.1        ,5.2        ,52               ,53.1             ,55               ,0        ,0       ,1    ,
0         ,00:00       ,33.5       ,32.7          ,32.9          ,34.0          ,32.7      ,33.3      ,32.7      ,32.9      ,33.1      ,32.3      ,---      ,---      ,---      ,4.5        ,4.6        ,5.1        ,53               ,53.7             ,55               ,0        ,0       ,1    ,
0         ,01:00       ,33.5       ,32.5          ,33.6          ,34.0          ,33.2      ,34.6      ,33.0      ,33.6      ,34.2      ,33.0      ,---      ,---      ,---      ,4.5        ,5.0        ,5.1        ,53               ,54.4             ,55               ,0        ,0       ,1    ,
0         ,02:00       ,33.5       ,32.4          ,33.4          ,34.2          ,33.2      ,33.9      ,33.4      ,33.6      ,33.7      ,32.6      ,---      ,---      ,---      ,4.9        ,5.3        ,5.3        ,52               ,52               ,54               ,0        ,0       ,3    ,
0         ,03:00       ,33.4       ,32.5          ,32.7          ,34.1          ,32.4      ,33.1      ,32.4      ,32.7      ,33.1      ,32.6      ,---      ,---      ,---      ,4.1        ,4.1        ,5.3        ,51               ,52.9             ,53               ,0        ,0       ,1    ,
0         ,04:00       ,33.4       ,32.5          ,33.7          ,33.9          ,33.5      ,34.5      ,33.2      ,33.8      ,34.3      ,33.0      ,---      ,---      ,---      ,3.9        ,3.9        ,4.3        ,52               ,53.9             ,54               ,0        ,0       ,2    ,
0         ,05:00       ,33.4       ,32.6          ,33.4          ,33.9          ,33.3      ,34.0      ,33.3      ,33.7      ,33.7      ,32.3      ,---      ,---      ,---      ,3.6        ,3.7        ,4.0        ,53               ,53               ,55               ,0        ,0       ,3    ,
0         ,06:00       ,33.4       ,32.5          ,32.6          ,33.7          ,32.4      ,32.9      ,32.3      ,32.4      ,32.9      ,32.4      ,---      ,---      ,---      ,3.2        ,3.2        ,3.7        ,53               ,55               ,56               ,0        ,367     ,1    ,
