GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,51          ,54          ,55          ,
0        ,38          ,60          ,62          ,
1        ,44          ,58          ,60          ,
2        ,49          ,64          ,65          ,
3        ,60          ,68          ,70          ,
4        ,66          ,72          ,76          ,
5        ,68          ,72          ,76          ,
6        ,68          ,75          ,79          ,
7        ,71          ,79          ,82          ,
8        ,73          ,77          ,84          ,
9        ,70          ,78          ,86          ,
10       ,75          ,79          ,84          ,
11       ,71          ,73          ,84          ,
12       ,68          ,73          ,83          ,
13       ,69          ,77          ,82          ,
14       ,73          ,76          ,84          ,
15       ,70          ,78          ,86          ,
16       ,72          ,74          ,83          ,
17       ,68          ,70          ,82          ,
18       ,64          ,70          ,81          ,
19       ,61          ,72          ,79          ,
20       ,59          ,75          ,81          ,
21       ,69          ,74          ,84          ,
22       ,70          ,82          ,87          ,
23       ,67          ,75          ,86          ,
24       ,67          ,78          ,86          ,
25       ,70          ,72          ,86          ,
26       ,69          ,79          ,86          ,
27       ,68          ,74          ,84          ,
28       ,69          ,74          ,84          ,
29       ,67          ,71          ,83          ,
30       ,64          ,74          ,85          ,
31       ,65          ,72          ,85          ,
32       ,64          ,75          ,85          ,
33       ,59          ,72          ,86          ,
34       ,61          ,77          ,86          ,
35       ,62          ,80          ,87          ,
36       ,64          ,84          ,89          ,
37       ,70          ,80          ,89          ,
38       ,不详          ,不详          ,不详          ,
