GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,11.5        ,32.6        ,34.3        ,
0        ,32.0        ,34.9        ,35.1        ,
1        ,32.5        ,33.2        ,35.0        ,
2        ,31.8        ,33.5        ,34.4        ,
3        ,30.7        ,31.0        ,33.7        ,
4        ,30.0        ,30.8        ,32.7        ,
5        ,28.9        ,30.2        ,31.9        ,
6        ,28.4        ,28.9        ,31.0        ,
7        ,27.8        ,28.7        ,30.2        ,
8        ,27.4        ,28.0        ,29.6        ,
9        ,27.2        ,27.7        ,29.3        ,
10       ,26.6        ,27.9        ,29.1        ,
11       ,26.1        ,27.3        ,28.1        ,
12       ,25.6        ,26.2        ,27.9        ,
13       ,25.1        ,26.4        ,27.6        ,
14       ,24.5        ,26.0        ,27.2        ,
15       ,24.7        ,25.5        ,27.0        ,
16       ,24.6        ,25.1        ,26.4        ,
17       ,23.8        ,24.7        ,26.2        ,
18       ,23.8        ,24.7        ,26.0        ,
19       ,22.9        ,24.0        ,26.3        ,
20       ,21.8        ,23.9        ,25.3        ,
21       ,21.9        ,23.6        ,25.4        ,
22       ,21.7        ,23.5        ,25.9        ,
23       ,21.7        ,23.0        ,25.3        ,
24       ,21.3        ,21.8        ,24.5        ,
25       ,21.0        ,21.3        ,24.2        ,
26       ,20.9        ,21.5        ,24.4        ,
27       ,20.1        ,20.4        ,23.9        ,
28       ,19.7        ,20.2        ,23.0        ,
29       ,20.1        ,20.7        ,22.8        ,
30       ,19.4        ,19.9        ,23.5        ,
31       ,19.2        ,20.2        ,23.9        ,
32       ,18.6        ,19.6        ,23.5        ,
33       ,18.4        ,20.0        ,23.3        ,
34       ,18.5        ,19.6        ,22.8        ,
35       ,18.4        ,19.3        ,23.2        ,
36       ,18.4        ,19.3        ,25.1        ,
37       ,5.6         ,7.4         ,20.4        ,
