GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,31.3        ,33.4        ,35.5        ,
1        ,32.8        ,32.9        ,35.2        ,
2        ,32.1        ,32.4        ,35.0        ,
3        ,31.7        ,31.9        ,34.1        ,
4        ,31.5        ,31.9        ,36.3        ,
5        ,30.8        ,32.2        ,35.9        ,
6        ,30.9        ,31.3        ,35.8        ,
7        ,29.8        ,30.7        ,35.2        ,
8        ,29.6        ,29.9        ,34.5        ,
9        ,29.6        ,29.7        ,32.5        ,
10       ,29.5        ,29.8        ,33.1        ,
11       ,29.6        ,30.0        ,33.3        ,
12       ,29.5        ,30.0        ,33.6        ,
13       ,29.2        ,29.2        ,33.4        ,
14       ,28.3        ,28.7        ,33.1        ,
15       ,28.1        ,28.6        ,31.7        ,
16       ,28.2        ,28.4        ,30.8        ,
17       ,28.0        ,29.1        ,32.7        ,
18       ,28.0        ,28.6        ,33.1        ,
19       ,28.0        ,30.1        ,32.8        ,
20       ,28.8        ,29.1        ,32.3        ,
21       ,28.2        ,30.1        ,32.8        ,
22       ,26.5        ,28.0        ,30.9        ,
23       ,27.6        ,28.1        ,31.5        ,
24       ,27.4        ,28.3        ,32.1        ,
25       ,27.2        ,28.9        ,32.8        ,
26       ,28.0        ,29.2        ,32.2        ,
27       ,27.9        ,30.1        ,32.8        ,
28       ,26.2        ,26.2        ,30.1        ,
29       ,25.3        ,26.3        ,30.7        ,
30       ,25.3        ,28.5        ,30.9        ,
31       ,27.3        ,28.5        ,30.1        ,
32       ,26.5        ,26.5        ,29.4        ,
33       ,26.0        ,27.5        ,29.5        ,
34       ,27.1        ,27.1        ,29.5        ,
35       ,27.0        ,27.8        ,29.9        ,
36       ,26.7        ,26.8        ,29.3        ,
37       ,26.2        ,26.3        ,27.5        ,
38       ,26.3        ,29.7        ,29.7        ,
