GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,20.5        ,32.5        ,33.0        ,
0        ,31.5        ,34.3        ,34.9        ,
1        ,33.3        ,33.5        ,34.8        ,
2        ,32.4        ,32.7        ,34.0        ,
3        ,31.2        ,31.5        ,33.2        ,
4        ,30.4        ,31.1        ,32.3        ,
5        ,29.6        ,29.9        ,31.3        ,
6        ,29.1        ,29.5        ,30.6        ,
7        ,28.3        ,28.7        ,29.9        ,
8        ,27.9        ,28.3        ,29.3        ,
9        ,27.7        ,28.3        ,29.5        ,
10       ,27.3        ,27.8        ,29.2        ,
11       ,27.2        ,27.9        ,28.9        ,
12       ,26.2        ,26.9        ,28.1        ,
13       ,25.9        ,26.1        ,27.5        ,
14       ,25.1        ,25.5        ,27.2        ,
15       ,24.8        ,25.3        ,26.8        ,
16       ,24.4        ,25.1        ,27.1        ,
17       ,24.1        ,24.8        ,26.9        ,
18       ,23.7        ,24.4        ,27.4        ,
19       ,23.5        ,24.1        ,27.8        ,
20       ,23.5        ,23.7        ,25.9        ,
21       ,22.5        ,23.1        ,25.5        ,
22       ,21.8        ,22.5        ,25.2        ,
23       ,21.3        ,22.0        ,24.9        ,
24       ,21.4        ,21.6        ,24.3        ,
25       ,20.6        ,21.2        ,23.9        ,
26       ,20.7        ,21.5        ,23.4        ,
27       ,21.2        ,21.3        ,23.1        ,
28       ,19.8        ,20.2        ,22.8        ,
29       ,19.8        ,21.5        ,25.0        ,
30       ,19.6        ,20.0        ,22.1        ,
31       ,18.8        ,19.1        ,21.5        ,
32       ,18.6        ,18.6        ,21.6        ,
33       ,18.4        ,19.0        ,21.7        ,
34       ,18.0        ,18.9        ,21.4        ,
35       ,17.3        ,18.0        ,20.1        ,
36       ,17.0        ,17.5        ,19.6        ,
37       ,5.0         ,9.7         ,19.8        ,
38       ,3.2         ,9.8         ,11.4        ,
39       ,3.8         ,8.8         ,10.8        ,
40       ,8.8         ,9.1         ,9.3         ,
