GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,49          ,54          ,74          ,
0        ,50          ,57          ,59          ,
1        ,56          ,66          ,67          ,
2        ,63          ,71          ,73          ,
3        ,63          ,66          ,73          ,
4        ,58          ,61          ,68          ,
5        ,60          ,67          ,70          ,
6        ,65          ,70          ,74          ,
7        ,66          ,71          ,76          ,
8        ,66          ,73          ,78          ,
9        ,65          ,69          ,78          ,
10       ,64          ,72          ,79          ,
11       ,65          ,75          ,81          ,
12       ,69          ,74          ,85          ,
13       ,65          ,70          ,81          ,
14       ,64          ,69          ,80          ,
15       ,64          ,68          ,78          ,
16       ,58          ,68          ,80          ,
17       ,56          ,69          ,81          ,
18       ,53          ,70          ,82          ,
19       ,45          ,77          ,83          ,
20       ,73          ,80          ,85          ,
21       ,75          ,77          ,86          ,
22       ,70          ,72          ,85          ,
23       ,68          ,73          ,85          ,
24       ,66          ,67          ,84          ,
25       ,60          ,69          ,80          ,
26       ,65          ,68          ,84          ,
27       ,67          ,78          ,81          ,
28       ,66          ,72          ,84          ,
29       ,72          ,79          ,86          ,
30       ,70          ,80          ,86          ,
31       ,61          ,74          ,86          ,
32       ,54          ,75          ,87          ,
33       ,48          ,81          ,85          ,
34       ,46          ,79          ,88          ,
35       ,66          ,84          ,87          ,
36       ,64          ,83          ,90          ,
37       ,1           ,1           ,90          ,
38       ,1           ,1           ,1           ,
39       ,1           ,1           ,1           ,
40       ,1           ,1           ,1           ,
