GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,76          ,82          ,82          ,
-1       ,66          ,76          ,82          ,
0        ,69          ,78          ,78          ,
1        ,76          ,79          ,83          ,
2        ,68          ,72          ,81          ,
3        ,62          ,70          ,73          ,
4        ,61          ,67          ,72          ,
5        ,65          ,71          ,74          ,
6        ,70          ,79          ,79          ,
7        ,74          ,74          ,81          ,
8        ,72          ,75          ,81          ,
9        ,63          ,67          ,79          ,
10       ,61          ,73          ,78          ,
11       ,63          ,76          ,81          ,
12       ,62          ,81          ,83          ,
13       ,66          ,79          ,84          ,
14       ,77          ,84          ,85          ,
15       ,72          ,83          ,85          ,
16       ,72          ,84          ,85          ,
17       ,79          ,85          ,86          ,
18       ,84          ,86          ,86          ,
19       ,74          ,82          ,87          ,
20       ,72          ,74          ,86          ,
21       ,70          ,80          ,82          ,
22       ,75          ,83          ,85          ,
23       ,77          ,78          ,87          ,
24       ,62          ,77          ,83          ,
25       ,67          ,81          ,84          ,
26       ,73          ,83          ,86          ,
27       ,83          ,86          ,87          ,
28       ,81          ,84          ,87          ,
29       ,70          ,83          ,86          ,
30       ,61          ,81          ,86          ,
31       ,64          ,82          ,85          ,
32       ,71          ,82          ,86          ,
33       ,68          ,81          ,85          ,
34       ,60          ,83          ,84          ,
35       ,60          ,84          ,86          ,
36       ,58          ,80          ,90          ,
37       ,56          ,91          ,91          ,
38       ,64          ,64          ,93          ,
