GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,21.2        ,34.0        ,35.3        ,
0        ,33.1        ,34.1        ,34.8        ,
1        ,32.8        ,33.0        ,34.1        ,
2        ,32.0        ,32.4        ,33.5        ,
3        ,31.2        ,31.5        ,32.7        ,
4        ,30.4        ,31.0        ,32.2        ,
5        ,29.7        ,30.1        ,31.4        ,
6        ,28.7        ,30.4        ,30.7        ,
7        ,28.4        ,28.9        ,31.3        ,
8        ,27.9        ,27.9        ,30.0        ,
9        ,27.9        ,28.2        ,29.2        ,
10       ,27.3        ,27.7        ,29.6        ,
11       ,26.8        ,27.0        ,29.3        ,
12       ,26.2        ,26.9        ,29.3        ,
13       ,26.2        ,26.7        ,27.6        ,
14       ,25.6        ,25.8        ,29.5        ,
15       ,24.6        ,25.6        ,27.0        ,
16       ,24.5        ,25.3        ,26.4        ,
17       ,24.2        ,24.8        ,26.6        ,
18       ,23.8        ,24.4        ,26.1        ,
19       ,23.4        ,23.4        ,25.6        ,
20       ,23.3        ,23.6        ,25.7        ,
21       ,23.0        ,23.5        ,25.6        ,
22       ,22.5        ,22.6        ,24.5        ,
23       ,22.1        ,22.6        ,23.8        ,
24       ,21.7        ,22.3        ,23.8        ,
25       ,21.3        ,22.1        ,24.5        ,
26       ,20.8        ,20.9        ,24.5        ,
27       ,20.7        ,21.6        ,24.8        ,
28       ,20.5        ,20.9        ,23.5        ,
29       ,20.0        ,20.2        ,25.0        ,
30       ,19.7        ,20.6        ,25.5        ,
31       ,19.1        ,19.2        ,23.3        ,
32       ,17.8        ,18.5        ,22.1        ,
33       ,17.7        ,18.6        ,21.6        ,
34       ,17.5        ,18.4        ,21.5        ,
35       ,17.1        ,18.2        ,21.8        ,
36       ,17.7        ,18.9        ,21.8        ,
37       ,17.7        ,17.7        ,22.3        ,
38       ,12.5        ,17.2        ,22.6        ,
