GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-1       ,0.000  ,9          ,不详         ,9       ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
0        ,0.000  ,0          ,-100       ,0       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,287        ,不详         ,287     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,466        ,62         ,466     ,62            ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,591        ,26         ,591     ,26            ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,224        ,-63        ,224     ,-63           ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,439        ,96         ,439     ,96            ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,959        ,118        ,959     ,118           ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,1030       ,7          ,1030    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,950        ,-8         ,950     ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1228       ,29         ,1228    ,29            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1012       ,-18        ,1012    ,-18           ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1801       ,77         ,1801    ,77            ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,1738       ,-4         ,1738    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,1864       ,7          ,1864    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,2159       ,15         ,2159    ,15            ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2419       ,12         ,2419    ,12            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2867       ,18         ,2867    ,18            ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2571       ,-11        ,2571    ,-11           ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2930       ,13         ,2930    ,13            ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,3154       ,7          ,3154    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,3638       ,15         ,3638    ,15            ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3019       ,-17        ,3019    ,-17           ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3790       ,25         ,3790    ,25            ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3181       ,-17        ,3181    ,-17           ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3405       ,7          ,3405    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,3405       ,0          ,3405    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,3521       ,3          ,3521    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,4355       ,23         ,4355    ,23            ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,3781       ,-14        ,3781    ,-14           ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,3700       ,-3         ,3700    ,-3            ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,4749       ,28         ,4749    ,28            ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,4336       ,-9         ,4336    ,-9            ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,3512       ,-20        ,3512    ,-20           ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,3933       ,11         ,3933    ,11            ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,3951       ,0          ,3951    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,4086       ,3          ,4086    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,3602       ,-12        ,3602    ,-12           ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,3145       ,-13        ,3145    ,-13           ,0       ,0             ,0       ,0             ,0       ,0             ,
38       ,0.000  ,0          ,-100       ,0       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
