GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,49          ,57          ,69          ,
0        ,52          ,63          ,64          ,
1        ,62          ,73          ,73          ,
2        ,72          ,79          ,79          ,
3        ,73          ,79          ,80          ,
4        ,68          ,79          ,82          ,
5        ,57          ,79          ,81          ,
6        ,62          ,80          ,81          ,
7        ,60          ,83          ,83          ,
8        ,65          ,79          ,85          ,
9        ,78          ,85          ,86          ,
10       ,70          ,78          ,87          ,
11       ,70          ,77          ,82          ,
12       ,74          ,84          ,85          ,
13       ,82          ,87          ,87          ,
14       ,73          ,82          ,89          ,
15       ,73          ,77          ,85          ,
16       ,68          ,77          ,83          ,
17       ,73          ,79          ,83          ,
18       ,75          ,76          ,84          ,
19       ,62          ,75          ,83          ,
20       ,63          ,75          ,84          ,
21       ,69          ,79          ,82          ,
22       ,78          ,84          ,87          ,
23       ,79          ,80          ,86          ,
24       ,70          ,74          ,84          ,
25       ,57          ,72          ,81          ,
26       ,63          ,75          ,81          ,
27       ,68          ,78          ,84          ,
28       ,66          ,77          ,83          ,
29       ,59          ,73          ,79          ,
30       ,59          ,75          ,80          ,
31       ,57          ,70          ,79          ,
32       ,54          ,69          ,76          ,
33       ,53          ,75          ,80          ,
34       ,58          ,79          ,81          ,
35       ,63          ,82          ,83          ,
36       ,81          ,85          ,88          ,
37       ,73          ,83          ,89          ,
38       ,不详          ,不详          ,不详          ,
