GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,100         ,100         ,100         ,
-1       ,61          ,80          ,100         ,
0        ,66          ,79          ,86          ,
1        ,63          ,82          ,84          ,
2        ,70          ,88          ,89          ,
3        ,69          ,94          ,94          ,
4        ,65          ,95          ,96          ,
5        ,66          ,89          ,96          ,
6        ,69          ,85          ,95          ,
7        ,74          ,89          ,92          ,
8        ,80          ,97          ,97          ,
9        ,82          ,93          ,98          ,
10       ,69          ,93          ,96          ,
11       ,71          ,91          ,95          ,
12       ,63          ,91          ,95          ,
13       ,64          ,87          ,91          ,
14       ,69          ,92          ,94          ,
15       ,75          ,93          ,97          ,
16       ,75          ,94          ,97          ,
17       ,73          ,93          ,97          ,
18       ,74          ,93          ,97          ,
19       ,71          ,92          ,97          ,
20       ,80          ,96          ,97          ,
21       ,83          ,97          ,98          ,
22       ,84          ,97          ,99          ,
23       ,77          ,99          ,100         ,
24       ,84          ,99          ,100         ,
25       ,85          ,99          ,99          ,
26       ,79          ,98          ,100         ,
27       ,87          ,97          ,100         ,
28       ,85          ,96          ,98          ,
29       ,86          ,99          ,99          ,
30       ,91          ,99          ,100         ,
31       ,92          ,99          ,99          ,
32       ,96          ,99          ,100         ,
33       ,96          ,100         ,100         ,
34       ,91          ,95          ,100         ,
35       ,77          ,97          ,97          ,
36       ,88          ,100         ,100         ,
37       ,98          ,100         ,100         ,
38       ,92          ,100         ,100         ,
39       ,100         ,100         ,100         ,
40       ,100         ,100         ,100         ,
41       ,100         ,100         ,100         ,
42       ,100         ,100         ,100         ,
43       ,100         ,100         ,100         ,
44       ,100         ,100         ,100         ,
