GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.4        ,32.8        ,33.4        ,
0        ,32.2        ,32.8        ,38.1        ,
1        ,32.5        ,32.6        ,37.8        ,
2        ,31.9        ,32.3        ,37.9        ,
3        ,31.1        ,31.6        ,37.4        ,
4        ,30.4        ,30.5        ,35.8        ,
5        ,30.1        ,30.8        ,35.1        ,
6        ,29.5        ,29.5        ,34.1        ,
7        ,29.3        ,30.7        ,35.5        ,
8        ,29.7        ,30.9        ,35.8        ,
9        ,29.4        ,30.3        ,36.0        ,
10       ,29.1        ,29.9        ,35.7        ,
11       ,28.5        ,29.0        ,35.5        ,
12       ,28.5        ,28.7        ,32.4        ,
13       ,28.3        ,29.0        ,34.0        ,
14       ,28.2        ,29.0        ,34.2        ,
15       ,28.0        ,28.9        ,34.3        ,
16       ,28.1        ,29.1        ,34.1        ,
17       ,27.5        ,27.6        ,32.9        ,
18       ,27.0        ,28.4        ,32.3        ,
19       ,27.6        ,28.1        ,31.0        ,
20       ,27.3        ,29.1        ,33.4        ,
21       ,27.5        ,28.2        ,33.3        ,
22       ,27.9        ,30.3        ,33.3        ,
23       ,28.6        ,29.0        ,33.2        ,
24       ,27.8        ,30.1        ,33.5        ,
25       ,25.8        ,26.1        ,30.7        ,
26       ,25.8        ,27.7        ,31.9        ,
27       ,26.8        ,28.2        ,32.8        ,
28       ,27.1        ,29.2        ,32.7        ,
29       ,27.6        ,29.3        ,32.0        ,
30       ,27.2        ,30.0        ,32.1        ,
31       ,25.3        ,25.3        ,30.2        ,
32       ,24.3        ,25.6        ,30.4        ,
33       ,24.7        ,28.4        ,30.4        ,
34       ,27.1        ,28.5        ,30.2        ,
35       ,26.5        ,26.6        ,28.9        ,
36       ,24.6        ,26.9        ,34.3        ,
37       ,26.0        ,26.6        ,33.6        ,
38       ,25.9        ,33.0        ,35.7        ,
39       ,26.5        ,26.7        ,33.8        ,
40       ,25.0        ,25.9        ,26.7        ,
