批次,栋舍 House,"进雏只数
Bird placed No.","公母
Gender","鸡舍面积m2 
House Area","出栏密度
Density",,"挂鸡只数
Hang No.","挂鸡总重（kg）
Total hung weight","均重（kg）
 Average weight","小毛鸡数量
Small broilers No.","小毛鸡总重（kg）
 Total weight of small broilers","PP死淘鸡只
PP cull and dead No.","死淘总重（kg）
Dead and Cull Weight","PP不合格淘汰鸡
PP Cull","PP淘汰鸡总重
PP Cull bird Weight",,日龄Age,"出栏造成死亡只数 
Dead while catching","出鸡只数
Catching No.","成活率
Livability (%)","出鸡总重（kg）
Total Catched weight","单位面积产肉率
Density, Yield(KG)/m2","均重（kg）
Average weight","累计耗料（kg）
Feed cons. Cum.",料肉比 FCR,Adjust FCR (base 2.45KG)              ,欧洲指数 EEF
G15-64,H14,"23,900",L3,1568.8,13.44,,"20,855","35,135",1.68,974,925.87,235,418,6,96.35,,34,0,2109000.00%,1,"35,553",22.66,2,"68,980",1.94,2.13,225.5
G15-64,H15,"23,900",L3,1568.8,14.28,,"22,305","44,863",2.01,418,397.1,105,217,2,108.17,,36,0,2241000.00%,1,"45,080",28.74,2,"71,610",1.59,1.7,329.83
G15-64,H16,"23,000",L5,1568.8,12.9,,"20,157","43,076",2.14,418,397.1,84,174,2,108.15,,35,0,2024100.00%,1,"43,250",27.57,2,"72,950",1.69,1.77,318.53
G14-65,H1,"30,100",L5,1920,13.04,,"24,824","50,293",2,"1,370.00","1,301.15",205,367,7,137.93,,35,0,2502900.00%,1,"50,660",26.39,2,"89,930",1.78,1.88,270.89
G14-65,H2,"35,600",L5,2271.2,13.54,,"30,521","58,816",2,"1,370.00","1,301.15",223,424,7,137.93,,35,0,3074400.00%,1,"59,240",26.08,2,"109,160",1.84,1.97,258.02
G14-65,H3,"26,000",L5,1685.92,13.72,,"23,010","46,479",2,"1,370.00","1,301.15",120,215,7,137.93,,35,0,2313000.00%,1,"46,694",27.7,2,"81,180",1.74,1.85,295.14
G14-65,H4,"35,200",L7,2271.2,14.29,,"32,373","60,014",1.85,"1,370","1,301.14",90,171,7,137.92,,35,0,3246300.00%,1,"60,185",26.5,2,"105,220",1.75,1.9,279.43
G14-65,H5,"35,200",L7,2271.2,12.96,,"29,092","48,629",1.67,"1,370","1,301.14",338,605,7,137.92,,35,0,2943000.00%,1,"49,234",21.68,2,"99,310",2.02,2.21,198.12
G14-65,H6,"35,900",L3,2271.2,13.06,,"29,446","48,847",1.66,"1,369","1,301.14",214,383,7,137.92,,36,0,2966000.00%,1,"49,230",21.68,2,"91,580",1.86,2.06,204.77
G14-65,H7,"35,900",L3,2271.2,12.88,,"29,022","44,733",2,"9,452.00","8,979.40",238,367,4,146.2,,35,0,2926000.00%,1,"45,100",19.86,2,"87,480",1.94,2.17,185.05
G14-65,H8,"26,100",L7,1685.92,14.69,,"24,658","47,719",1.94,"1,369","1,301.14",101,192,7,137.91,,35,0,2475900.00%,1,"47,911",28.42,2,"79,200",1.65,1.78,317.28
G14-65,H9,"26,100",L7,1685.92,13.07,,"21,811","35,284",1.62,"1,369","1,301.14",219,392,6,137.91,,35,0,2203000.00%,1,"35,676",21.16,2,"70,030",1.96,2.17,198.96
G16-52,H1,"28,500",L6,1872,13.4,,"25,011","53,386",2,"1,144.00","1,086.59",81,174,4,107.87,,36,0,2509200.00%,1,"53,560",28.61,2,"90,100",1.68,1.76,310.32
G16-52,H2,"27,700",L5,1862,13.07,,"24,157","53,542",2,"1,144.00","1,086.59",179,385,4,107.86,,36,0,2433600.00%,1,"53,927",28.96,2,"91,400",1.69,1.75,319.07
G16-52,H3,"28,300",L6,1872,10.43,,"19,077","30,402",2,"2,388.00","2,268.03",443,718,4,98.11,,35,0,1952000.00%,1,"31,120",16.62,2,"78,820",2.53,2.75,124.05
G16-52,H4,"27,400",L5,1862,11.79,,"21,766","43,257",1.99,"3,532","3,354.62",194,347,8,205.96,,35,0,2196000.00%,1,"43,604",23.42,2,"86,570",1.99,2.1,229.02
G16-52,H5,"28,300",L6,1872,13.67,,"25,486","52,953",2.08,"1,144","1,086.59",101,217,4,107.86,,36,0,2558700.00%,1,"53,170",28.4,2,"89,750",1.69,1.78,309.18
G16-52,H6,"27,700",L5,1862,13.44,,"24,817","54,496",2.2,"1,144","1,086.59",212,417,3,107.86,,36,0,2502900.00%,1,"54,913",29.49,2,"92,680",1.69,1.75,326.27
G16-52,H7,"28,200",L6,1872,13.55,,"25,171","49,175",2,"1,144.00","1,086.59",200,364,3,107.85,,36,0,2537100.00%,1,"49,539",26.46,2,"82,720",1.67,1.79,292.24
G16-52,H8,"29,100",L4,1862,12.15,,"22,333","35,456",1.59,"2,387","2,268.03",297,481,4,98.1,,34,0,2263000.00%,1,"35,937",19.3,2,"78,570",2.19,2.4,166.13
G16-52,H9,"28,800",L7,1872,13.65,,"25,324","46,940",1.85,129,122.01,227,411,5,132.28,,36,0,2555100.00%,1,"47,351",25.29,2,"89,080",1.88,2.03,242.76
G16-52,H10,"29,200",L4,1862,13.24,,"24,451","44,813",1.83,"2,387","2,268.03",209,364,4,98.1,,34,0,2466000.00%,1,"45,177",24.26,2,"83,440",1.85,2,246.38
G16-52,H11,"28,900",L7,1872,13.86,,"25,760","49,368",1.92,129,122.01,178,342,5,132.27,,36,0,2593800.00%,1,"49,710",26.55,2,"87,130",1.75,1.89,272.6
G16-52,H12,"29,100",L4,1862,12.54,,"23,031","38,834",1.69,"2,387","2,268.03",314,509,3,98.09,,34,0,2334500.00%,1,"39,343",21.13,2,"87,350",2.22,2.41,179.1
G16-52,H13,"28,800",L7,1872,13.4,,"24,795","45,263",1.83,129,122.01,297,537,5,132.27,,36,0,2509200.00%,1,"45,800",24.47,2,"87,120",1.9,2.06,232.23
G16-52,H14,"29,200",L4,1862,13.56,,"25,055","49,608",1.98,128,122.01,199,382,4,132.26,,36,0,2525400.00%,1,"49,990",26.85,2,"92,570",1.85,1.97,256.81
G16-52,H15,"28,900",L7,1872,13.96,,"26,012","48,992",1.88,128,122.01,124,238,4,132.26,,36,0,2613600.00%,1,"49,230",26.3,2,"89,200",1.81,1.95,261.15
G16-52,H16,"29,300",L6,1862,13.29,,"24,391","41,575",1.7,"1,144","1,086.59",349,635,3,107.85,,34,0,2474000.00%,1,"42,210",22.67,2,"78,610",1.86,2.05,227.51
G16-52,H17,"29,300",L6,1872,12.12,,"22,480","36,756",1.64,"1,143","1,086.59",200,364,3,107.85,,34,0,2268000.00%,1,"37,120",19.83,2,"71,680",1.93,2.13,192.96
G16-52,H18,"29,300",L6,1862,12.79,,"23,320","38,658",1.66,"1,143","1,086.58",490,892,3,107.85,,34,0,2381000.00%,1,"39,550",21.24,2,"82,680",2.09,2.29,189.91
G16-52,H19,"29,000",L6,1872,13.2,,"24,419","46,387",1.9,128,122,286,532,4,132.26,,35,0,2470500.00%,1,"46,919",25.06,2,"84,590",1.8,1.94,256.4
G16-52,H20,"29,100",L3,1862,13.27,,"24,338","40,617",1.67,128,122,372,673,4,132.26,,35,0,2471000.00%,1,"41,290",22.18,2,"80,770",1.96,2.15,207.24
G12-67,H1,"30,700",L4,1978.56,12.97,,"25,458","44,814",2,"1,412.00","1,340.80",202,354,9,147.19,,35,0,2566000.00%,1,"45,167",22.83,2,"86,310",1.91,2.08,219.98
G12-67,H2,"30,700",L4,1978.56,13.24,,"26,013","44,557",2,"1,412.00","1,340.80",180,315,9,147.18,,35,0,2619300.00%,1,"44,872",22.68,2,"81,840",1.82,2.01,228.97
G12-67,H3,"30,400",L7,1978.56,13.97,,"27,507","54,352",2,"1,411.00","1,340.80",132,240,8,147.18,,35,0,2763900.00%,1,"54,592",27.59,2,"90,600",1.66,1.78,309.16
G12-67,H4,"30,300",L7,1978.56,12.48,,"24,530","43,678",1.78,"1,411","1,340.80",160,280,8,147.17,,35,0,2469000.00%,1,"43,958",22.22,2,"85,910",1.95,2.12,212.09
G12-67,H5,"30,200",L7,1978.56,13.07,,"25,660","43,349",1.69,"1,411","1,340.80",190,333,8,147.17,,35,0,2585000.00%,1,"43,681",22.08,2,"80,340",1.84,2.03,224.69
G12-67,H6,"30,200",L7,1978.56,14.03,,"27,626","50,957",1.84,"1,411","1,340.80",128,243,8,147.17,,35,0,2775400.00%,1,"51,200",25.88,2,"88,260",1.72,1.88,281
G12-67,H7,"31,000",L6,1978.56,12.74,,"24,916","41,377",2,758.00,719.47,284,503,10,135.82,,35,0,2520000.00%,1,"41,880",21.17,2,"81,010",1.93,2.13,199.55
G12-67,H8,"31,100",L6,1978.56,13.6,,"26,736","48,185",1.8,757,719.47,165,292,9,135.81,,35,0,2690100.00%,1,"48,477",24.5,2,"84,760",1.75,1.91,254.71
G12-67,H9,"31,100",L6,1978.56,13.5,,"26,526","49,154",1.85,757,719.46,186,329,9,135.81,,35,0,2671200.00%,1,"49,483",25.01,2,"90,120",1.82,1.97,249.61
G12-67,H10,"24,700",L6,1568.8,13.58,,"21,016","38,485",1.83,83,78.85,287,525,2,108.82,,36,0,2130300.00%,1,"39,010",24.87,2,"72,260",1.85,2.01,236.84
G13-67,H1,"29,100",L3,1920,13.46,,"25,687","50,370",2,431.00,409.10,161,312,8,122.72,,35,0,2584800.00%,1,"50,682",26.4,2,"84,900",1.68,1.8,297.06
G13-67,H2,"29,100",L3,1920,13.26,,"25,247","47,873",2,431.00,409.10,214,407,8,122.72,,35,0,2546100.00%,1,"48,280",25.15,2,"82,340",1.71,1.84,277.95
G13-67,H3,"29,600",L3,1920,14.05,,"26,814","51,596",2,431.00,409.10,168,333,8,122.72,,35,0,2698200.00%,1,"51,929",27.05,2,"89,250",1.72,1.85,291.64
G13-67,H4,"29,600",L3,1920,13.11,,"24,972","47,086",1.89,431,409.09,198,376,8,122.71,,35,0,2517000.00%,1,"47,462",24.72,2,"82,350",1.74,1.88,264.04
G13-67,H5,"30,100",L6,1920,13.97,,"26,596","51,477",1.94,431,409.09,233,443,8,122.71,,35,0,2682900.00%,1,"51,920",27.04,2,"92,370",1.78,1.91,277.02
G13-67,H6,"30,100",L6,1920,13.47,,"25,735","53,009",2.06,430,409.09,122,242,8,122.71,,35,0,2585700.00%,1,"53,251",27.73,2,"94,050",1.77,1.86,286.2
G13-67,H7,"25,700",L6,1632,13.67,,"22,125","43,248",2,430.00,409.09,177,350,7,122.71,,35,0,2230200.00%,1,"43,598",26.71,2,"75,930",1.74,1.87,278.3
G13-67,H8,"25,800",L6,1632,13.06,,"21,145","38,946",1.84,430,409.09,175,333,7,122.71,,35,0,2132000.00%,1,"39,278",24.07,2,"69,010",1.76,1.91,247.57
G13-67,H9,"25,200",L4,1632,13.48,,"21,764","38,223",1.76,329,312.08,232,427,15,113.24,,35,0,2199600.00%,1,"38,650",23.68,2,"72,040",1.86,2.04,235.1
G13-67,H10,"25,100",L4,1632,13.46,,"21,839","41,897",1.92,328,312.07,121,223,15,113.23,,35,0,2196000.00%,1,"42,120",25.81,2,"74,660",1.77,1.91,270.49
G30-65,H2,"42,200",L4,2686.9,14.35,,"38,193","83,067",2,48.00,45.13,363,748,5,142.54,,36,0,3855600.00%,1,"83,815",31.19,2,"142,150",1.7,1.77,325.3
G30-65,H3,"41,400",L3,2700,14.19,,"37,815","81,592",2,28.00,26.13,498,"1,056",2,172.74,,36,0,3831300.00%,1,"82,648",30.61,2,"132,910",1.61,1.68,344.83
G30-65,H4,"42,200",L4,2686.9,14.68,,"39,210","86,151",2,48.00,45.13,246,540,5,142.54,,36,0,3945600.00%,1,"86,691",32.26,2,"141,050",1.63,1.69,350.72
G30-65,H5,"41,700",L3,2700,14.25,,"38,334","87,964",2.29,48,45.13,141,320,5,142.54,,37,0,3847500.00%,1,"88,284",32.7,2,"139,200",1.58,1.62,362.9
G30-65,H6,"42,100",L4,2686.9,14.07,,"36,808","74,463",2.02,47,45.12,"1,008","2,076",5,142.54,,35,0,3781600.00%,1,"76,539",28.49,2,"134,880",1.76,1.87,294.76
G30-65,H7,"41,800",L3,2700,14.48,,"38,943","91,353",2.35,58,54.63,153,337,3,139.89,,37,0,3909600.00%,1,"91,690",33.96,2,"146,820",1.6,1.63,370.24
G30-65,H8,"42,000",L7,2686.9,13.26,,"34,593","66,815",2,47.00,45.12,"1,027","2,116",5,142.54,,34,0,3562000.00%,1,"68,931",25.65,2,"113,470",1.65,1.77,293.24
G30-65,H9,"41,600",L3,2700,14.37,,"38,661","89,534",2.32,105,99.75,138,306,7,282.41,,36,0,3879900.00%,1,"89,840",33.27,2,"141,750",1.58,1.61,380.21
G30-65,H10,"41,800",L7,2686.9,14.74,,"39,494","82,147",2.08,58,54.63,115,253,3,139.89,,35,0,3960900.00%,1,"82,400",30.67,2,"134,040",1.63,1.72,346.24
G30-65,H11,"41,700",L7,2700,14.4,,"38,709","82,921",2.14,29,27.32,171,359,6,206.39,,37,0,3888000.00%,1,"83,280",30.84,2,"133,220",1.6,1.68,337.42
G30-65,H12,"42,400",L5,2686.9,13.5,,"35,714","75,182",2.11,57,54.62,556,"1,184",3,139.89,,35,0,3627000.00%,1,"76,366",28.42,2,"132,660",1.74,1.82,296.23
G30-65,H13,"42,400",L5,2700,12.31,,"32,545","68,644",2.11,57,54.62,683,"1,455",2,139.89,,35,0,3322800.00%,1,"70,099",25.96,2,"135,540",1.93,2.02,244.3
G30-65,H14,"42,300",L5,2686.9,13.31,,"34,984","72,685",2.08,27,26.12,791,"1,677",2,172.73,,33,0,3577500.00%,1,"74,362",27.68,2,"121,530",1.63,1.73,325.96
G30-65,H17,"41,800",L6,2700,14.2,,"38,004","79,416",2.09,29,27.31,327,684,5,206.38,,36,0,3833100.00%,1,"80,100",29.67,2,"139,660",1.74,1.83,305.29
G30-65,H18,"41,800",L6,2686.9,13.32,,"35,410","75,087",2.12,29,27.31,392,823,5,206.38,,36,0,3580200.00%,1,"75,910",28.25,2,"138,150",1.82,1.9,277.18
G30-65,H19,"41,800",L6,2700,13.12,,"35,013","71,507",2.04,28,27.31,411,863,5,206.37,,36,0,3542400.00%,1,"72,370",26.8,2,"135,260",1.87,1.97,257.32
G30-65,H20,"41,300",L5,2686.9,12.7,,"33,796","69,554",2.06,57,54.62,332,712,2,139.88,,34,0,3412800.00%,1,"70,265",26.15,2,"127,490",1.81,1.91,275.79
G31-64,H3,"38,400",L3,2480.4,14.46,,"35,769","75,829",2,629.00,597.08,105,211,4,121.46,,35,0,3587400.00%,1,"76,040",30.66,2,"117,200",1.54,1.62,367.08
G31-64,H4,"37,500",L4,2468.4,13.91,,"34,149","66,497",2,629.00,597.08,183,346,4,121.45,,34,0,3433200.00%,1,"66,843",27.08,2,"114,110",1.71,1.83,307.1
G31-64,H5,"38,500",L3,2480.4,14.64,,"36,126","70,816",2,629.00,597.08,186,374,4,121.45,,35,0,3631200.00%,1,"71,190",28.7,2,"116,210",1.63,1.75,323.64
G31-64,H6,"37,700",L4,2468.4,14.31,,"35,208","71,416",2.03,628,597.07,108,204,4,121.44,,35,0,3531600.00%,1,"71,620",29.01,2,"116,270",1.62,1.73,334.34
G31-64,H7,"38,500",L3,2480.4,14.59,,"35,830","71,059",1.98,332,315.40,350,657,4,129.19,,36,0,3618000.00%,1,"71,716",28.91,2,"118,380",1.65,1.77,313.47
G31-64,H8,"38,800",L7,2468.4,14.67,,"36,056","67,067",1.86,628,597.07,166,323,4,121.44,,34,0,3622200.00%,1,"67,390",27.3,2,"112,010",1.66,1.81,307.34
G31-64,H10,"38,500",L6,2468.4,14.11,,"34,495","65,075",2,332.00,315.40,344,657,3,129.18,,35,0,3483900.00%,1,"65,732",26.63,2,"117,430",1.79,1.93,273.05
G31-64,H11,"38,800",L7,2480.4,14.93,,"36,919","74,123",2.01,332,315.40,107,200,3,129.17,,35,0,3702600.00%,1,"74,323",29.96,2,"122,420",1.65,1.76,332.27
G31-64,H12,"38,700",L6,2468.4,14.1,,"34,382","65,321",1.9,332,315.40,430,821,3,129.17,,34,0,3481200.00%,1,"66,142",26.8,2,"117,410",1.78,1.91,283.18
G31-64,H13,"38,900",L7,2480.4,14.82,,"36,273","61,427",1.69,628,597.07,487,920,4,121.44,,34,0,3676000.00%,1,"62,347",25.14,2,"105,930",1.7,1.89,277.45
G31-64,H14,"38,500",L6,2468.4,13.18,,"32,244","56,860",1.76,332,315.4,280,524,3,129.17,,34,0,3252400.00%,1,"57,384",23.25,2,"106,450",1.86,2.03,236.32
G31-64,H16,"38,200",L3,2468.4,14.56,,"35,037","61,126",1.74,332,315.40,902,"1,687",3,129.17,,34,0,3593900.00%,1,"62,813",25.45,2,"103,410",1.65,1.82,293.76
G31-64,H18,"38,200",L3,2468.4,14.66,,"35,448","64,985",1.83,227,215.34,750,"1,455",2,107.39,,35,0,3619800.00%,1,"66,440",26.92,2,"106,860",1.61,1.76,308.97
G31-64,H20,"38,100",L3,2468.4,14.44,,"34,912","65,298",1.87,227,215.33,728,"1,412",2,107.39,,35,0,3564000.00%,1,"66,710",27.03,2,"107,820",1.62,1.76,309.52
G31-64,H22,"37,600",L7,2468.4,14.43,,"35,190","69,865",1.99,52,48.93,432,825,4,100.47,,36,0,3562200.00%,1,"70,690",28.64,2,"116,020",1.64,1.76,318.19
G31-64,H24,"37,600",L7,2468.4,14.52,,"34,946","64,359",1.84,51,48.92,901,"1,721",3,100.46,,35,0,3584700.00%,1,"66,080",26.77,2,"112,030",1.7,1.85,296.18
G31-64,H26,"36,800",L5,2468.4,14.26,,"34,685","73,910",2.13,226,215.33,505,980,2,107.38,,34,0,3519000.00%,1,"74,890",30.34,2,"117,410",1.57,1.65,381.78
G32-63,H1,"38,300",L5,2502,12.32014388,,"30,683","68,393",2,131.00,123.98,142,306.72,0,0,,35,0,3082500.00%,1,"68,700",27.45803357,2,"125,800",1.831149927,1.886472312,279.8762297
G32-63,H2,"38,200",L4,2502,14.5,,"36,180","80,321",2,59.00,55.74,99,218,4,134.9,,35,0,3627900.00%,1,"80,539",32.18984812,2,"127,660",1.585070587,1.642573206,380.0372953
G32-63,H3,"37,600",L5,2502,13.0971223,,"32,386","67,145",2,59.00,55.74,383,823.45,3,134.89,,34,0,3276900.00%,1,"67,968",27.16546763,2,"113,130",1.664459746,1.758420883,319.4217115
G32-63,H4,"37,900",樟树后,2502,14.26618705,,"35,544","74,528",2.096781454,62,58.11,150,303,5,133.83,,34,0,3569400.00%,1,"74,831",29.90847322,2,"124,390",1.662279002,1.750664305,349.3489989
G32-63,H5,"38,000",牛苦坑,2502,14.50719424,,"36,078","73,924",2.048995787,61,58.11,219,453,4,133.83,,35,0,3629700.00%,1,"74,377",29.72701839,2,"121,250",1.630208263,1.730427634,343.0393383
G32-63,H6,"37,000",牛苦坑,2502,13.58992806,,"33,817","69,355",2.050893042,61,58.11,185,382.95,4,133.82,,35,0,3400200.00%,1,"69,738",27.87290168,2,"115,280",1.653044251,1.752795001,325.7731147
G32-63,H7,"38,900",L6,2502,14.59352518,,"36,339","70,618",2,61.00,58.11,174,351,4,133.82,,34,0,3651300.00%,1,"70,969",28.36490807,2,"118,510",1.669884034,1.796468059,321.3319097
G32-63,H8,"38,800",L7,2502,14.79496403,,"36,942","74,702",2.022129284,61,57.80,75,148.5,3,115.71,,35,0,3701700.00%,1,"74,850",29.91606715,2,"118,390",1.581696727,1.688685745,348.472747
G32-63,H9,"38,800",L7,2502,14.8705036,,"37,056","73,837",1.9925788,61,57.79,150,297,3,115.71,,35,0,3720600.00%,1,"74,134",29.62989608,2,"112,630",1.519275906,1.633643884,359.3196875
G32-63,H10,"38,900",L6,2502,14.73021583,,"36,714","69,826",1.901885384,61,57.79,141,279.18,2,115.71,,34,0,3685500.00%,1,"70,105",28.01958433,2,"116,650",1.663932672,1.800886614,318.5552198
G32-63,H11,"38,600",L7,2502,14.62230216,,"36,473","74,140",2.032749979,61,57.79,112,225,2,115.7,,35,0,3658500.00%,1,"74,365",29.72222222,2,"119,750",1.610300545,1.71463463,341.8269449
G32-63,H12,"39,000",L6,2502,14.4028777,,"35,806","72,332",2.020111155,61,57.79,230,467,2,115.7,,34,0,3603600.00%,1,"72,799",29.09632294,2,"118,400",1.626395967,1.733852399,337.5635931
G32-63,H13,"38,300",L4,2502,14.66626699,,"36,608","74,780",2.042733556,60,57.79,87,177,2,115.69,,33,0,3669500.00%,1,"74,957",29.95883293,2,"119,590",1.595448057,1.697272215,371.7207573
G32-63,H14,"38,200",L4,2502,14.27338129,,"35,533","77,056",2.168579912,59,55.73,179,385,3,134.89,,35,0,3571200.00%,1,"77,441",30.95163869,2,"125,370",1.61890988,1.689288184,357.7806689
