GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,6.4         ,33.0        ,34.3        ,
0        ,30.4        ,33.5        ,35.4        ,
1        ,32.3        ,32.6        ,34.7        ,
2        ,31.7        ,32.8        ,34.5        ,
3        ,30.8        ,32.9        ,34.3        ,
4        ,30.1        ,32.8        ,33.5        ,
5        ,28.6        ,28.6        ,32.9        ,
6        ,28.0        ,28.7        ,31.8        ,
7        ,28.0        ,28.2        ,31.1        ,
8        ,27.7        ,27.9        ,30.7        ,
9        ,27.4        ,28.2        ,30.4        ,
10       ,27.1        ,28.0        ,29.6        ,
11       ,26.5        ,27.4        ,29.0        ,
12       ,25.1        ,26.2        ,28.6        ,
13       ,24.8        ,25.0        ,28.0        ,
14       ,24.6        ,26.4        ,28.0        ,
15       ,24.5        ,26.5        ,27.5        ,
16       ,24.1        ,25.6        ,27.0        ,
17       ,23.9        ,25.3        ,27.0        ,
18       ,24.0        ,25.3        ,27.3        ,
19       ,23.5        ,24.3        ,27.4        ,
20       ,23.8        ,24.8        ,27.2        ,
21       ,22.7        ,24.0        ,26.3        ,
22       ,21.9        ,23.4        ,26.1        ,
23       ,22.0        ,23.2        ,25.3        ,
24       ,21.8        ,22.7        ,26.5        ,
25       ,21.8        ,21.8        ,27.5        ,
26       ,21.2        ,22.1        ,24.6        ,
27       ,21.0        ,21.8        ,26.8        ,
28       ,21.1        ,21.9        ,25.7        ,
29       ,21.2        ,21.7        ,24.7        ,
30       ,20.4        ,21.4        ,24.8        ,
31       ,20.9        ,21.4        ,25.0        ,
32       ,19.4        ,20.4        ,24.4        ,
33       ,18.8        ,20.5        ,27.0        ,
34       ,20.6        ,21.3        ,28.9        ,
35       ,21.3        ,23.6        ,27.7        ,
36       ,14.6        ,14.6        ,26.0        ,
