GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,54          ,59          ,100         ,
0        ,46          ,60          ,62          ,
1        ,59          ,65          ,69          ,
2        ,56          ,58          ,67          ,
3        ,53          ,64          ,66          ,
4        ,60          ,64          ,67          ,
5        ,57          ,65          ,66          ,
6        ,59          ,67          ,71          ,
7        ,60          ,66          ,77          ,
8        ,61          ,67          ,77          ,
9        ,62          ,67          ,76          ,
10       ,62          ,64          ,80          ,
11       ,61          ,66          ,80          ,
12       ,55          ,66          ,77          ,
13       ,58          ,61          ,79          ,
14       ,58          ,63          ,78          ,
15       ,57          ,61          ,78          ,
16       ,56          ,62          ,78          ,
17       ,59          ,63          ,85          ,
18       ,62          ,71          ,86          ,
19       ,59          ,70          ,86          ,
20       ,64          ,79          ,86          ,
21       ,64          ,72          ,87          ,
22       ,60          ,75          ,90          ,
23       ,66          ,73          ,87          ,
24       ,57          ,74          ,87          ,
25       ,54          ,68          ,87          ,
26       ,61          ,74          ,89          ,
27       ,60          ,73          ,90          ,
28       ,63          ,77          ,90          ,
29       ,68          ,74          ,90          ,
30       ,70          ,79          ,90          ,
31       ,70          ,77          ,90          ,
32       ,76          ,82          ,91          ,
33       ,66          ,78          ,92          ,
34       ,70          ,78          ,90          ,
35       ,59          ,77          ,91          ,
36       ,56          ,69          ,90          ,
