GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,80          ,82          ,100         ,
0        ,57          ,64          ,86          ,
1        ,52          ,62          ,67          ,
2        ,54          ,60          ,63          ,
3        ,54          ,61          ,66          ,
4        ,58          ,70          ,74          ,
5        ,68          ,73          ,77          ,
6        ,66          ,75          ,79          ,
7        ,65          ,73          ,78          ,
8        ,62          ,70          ,77          ,
9        ,64          ,75          ,83          ,
10       ,63          ,79          ,86          ,
11       ,69          ,81          ,87          ,
12       ,79          ,90          ,93          ,
13       ,73          ,89          ,94          ,
14       ,72          ,92          ,94          ,
15       ,82          ,93          ,95          ,
16       ,90          ,97          ,97          ,
17       ,77          ,89          ,98          ,
18       ,77          ,80          ,94          ,
19       ,72          ,86          ,89          ,
20       ,81          ,88          ,93          ,
21       ,82          ,83          ,94          ,
22       ,63          ,84          ,93          ,
23       ,69          ,88          ,95          ,
24       ,75          ,89          ,94          ,
25       ,88          ,95          ,98          ,
26       ,89          ,92          ,98          ,
27       ,74          ,87          ,98          ,
28       ,60          ,87          ,95          ,
29       ,66          ,88          ,96          ,
30       ,72          ,91          ,96          ,
31       ,71          ,89          ,96          ,
32       ,61          ,93          ,96          ,
33       ,60          ,93          ,99          ,
34       ,60          ,82          ,98          ,
35       ,57          ,88          ,93          ,
36       ,56          ,92          ,96          ,
37       ,60          ,91          ,99          ,
38       ,67          ,100         ,100         ,
39       ,99          ,100         ,100         ,
40       ,91          ,98          ,100         ,
