Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,EEF
"[28.05, 28.45)",13,0.07303370786516854,5,8,0.6153846153846154,-1.8423117483908862,0.34453247876793563,0.03785247186223065,W3_18-20天_外部-平均_MEAN,456.0865535074955
"[28.45, 28.85)",14,0.07865168539325842,7,7,0.5,-1.3723081191451507,0.19918869804493386,0.023112084415135636,W3_18-20天_外部-平均_MEAN,466.04632090849293
"[28.85, 29.15)",17,0.09550561797752809,13,4,0.23529411764705882,-0.19365312280350455,0.003788206627611589,0.0004727872987332002,W3_18-20天_外部-平均_MEAN,439.52142339671514
"[29.15, 29.45)",13,0.07303370786516854,11,2,0.15384615384615385,0.33243997309327455,0.007283504887802568,0.0009062687127950001,W3_18-20天_外部-平均_MEAN,449.1458342728714
"[29.45, inf)",55,0.3089887640449438,49,6,0.10909090909090909,0.7277527097374212,0.12983381676066663,0.01588030892072103,W3_18-20天_外部-平均_MEAN,444.57529629103976
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,W3_18-20天_外部-平均_MEAN,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,W3_18-20天_外部-平均_MEAN,
,178,1.0,142,36,0.20224719101123595,,0.9574676787990704,0.10962479245762234,W3_18-20天_外部-平均_MEAN,
"(-inf, 8.95)",22,0.12359550561797752,21,1,0.045454545454545456,1.6722143185782723,0.20084890289652957,0.0225371840159,W3_21-23天_外部-平均_MEAN,443.34042464031484
"[8.95, 25.90)",19,0.10674157303370786,17,2,0.10526315789473684,0.76775804435112,0.049261470764312865,0.0060107691990903215,W3_21-23天_外部-平均_MEAN,439.1287774029865
"[25.90, 29.05)",100,0.5617977528089888,81,19,0.19,0.0777020563608477,0.0033135853455916998,0.0004140940010267727,W3_21-23天_外部-平均_MEAN,446.1338380221509
"[29.05, 29.25)",13,0.07303370786516854,7,6,0.46153846153846156,-1.2181574393178924,0.14297622527205311,0.016842997635127387,W3_21-23天_外部-平均_MEAN,457.2656292027698
"[29.25, 29.75)",10,0.056179775280898875,5,5,0.5,-1.3723081191451507,0.14227764146066704,0.016508631725096874,W3_21-23天_外部-平均_MEAN,459.6670406657233
"[29.75, inf)",14,0.07865168539325842,11,3,0.21428571428571427,-0.07302513501488983,0.00042855126182447085,5.3557008178917046e-05,W3_21-23天_外部-平均_MEAN,451.5710822907414
