GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,30.6        ,33.7        ,35.7        ,
1        ,32.6        ,33.8        ,35.0        ,
2        ,31.8        ,31.9        ,34.4        ,
3        ,30.9        ,31.8        ,33.6        ,
4        ,30.4        ,30.4        ,32.9        ,
5        ,29.8        ,30.4        ,32.1        ,
6        ,29.2        ,30.1        ,31.6        ,
7        ,28.7        ,28.8        ,30.7        ,
8        ,28.3        ,28.4        ,30.2        ,
9        ,27.8        ,28.9        ,30.2        ,
10       ,27.1        ,29.0        ,29.8        ,
11       ,26.7        ,27.1        ,29.6        ,
12       ,26.4        ,27.3        ,29.2        ,
13       ,26.0        ,26.6        ,28.6        ,
14       ,25.8        ,26.7        ,28.3        ,
15       ,25.3        ,25.9        ,28.1        ,
16       ,25.0        ,26.5        ,27.7        ,
17       ,24.6        ,26.3        ,27.3        ,
18       ,24.2        ,24.7        ,26.8        ,
19       ,24.3        ,25.0        ,26.4        ,
20       ,23.4        ,24.3        ,26.1        ,
21       ,23.4        ,24.5        ,25.8        ,
22       ,23.4        ,24.3        ,25.6        ,
23       ,23.2        ,23.5        ,26.2        ,
24       ,22.8        ,24.0        ,25.8        ,
25       ,22.4        ,22.9        ,25.0        ,
26       ,21.9        ,23.5        ,25.6        ,
27       ,21.9        ,22.2        ,24.6        ,
28       ,21.9        ,23.5        ,24.6        ,
29       ,21.9        ,22.6        ,24.6        ,
30       ,22.0        ,22.4        ,25.0        ,
31       ,21.7        ,23.2        ,24.8        ,
32       ,21.5        ,22.0        ,24.4        ,
33       ,22.0        ,22.7        ,24.7        ,
34       ,22.2        ,22.8        ,27.7        ,
35       ,22.2        ,22.9        ,28.5        ,
36       ,22.2        ,22.9        ,27.3        ,
37       ,16.9        ,17.5        ,29.5        ,
38       ,6.8         ,6.8         ,24.2        ,
39       ,4.5         ,4.9         ,6.9         ,
