GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,不详          ,不详          ,不详          ,
0        ,1           ,74          ,79          ,
1        ,60          ,80          ,80          ,
2        ,63          ,84          ,84          ,
3        ,63          ,83          ,85          ,
4        ,65          ,78          ,85          ,
5        ,60          ,75          ,82          ,
6        ,70          ,79          ,86          ,
7        ,73          ,87          ,87          ,
8        ,76          ,84          ,87          ,
9        ,63          ,83          ,87          ,
10       ,63          ,79          ,86          ,
11       ,52          ,72          ,83          ,
12       ,51          ,75          ,79          ,
13       ,57          ,84          ,86          ,
14       ,73          ,86          ,88          ,
15       ,67          ,86          ,89          ,
16       ,64          ,87          ,89          ,
17       ,64          ,87          ,89          ,
18       ,65          ,85          ,89          ,
19       ,73          ,89          ,89          ,
20       ,73          ,89          ,89          ,
21       ,77          ,89          ,89          ,
22       ,69          ,89          ,89          ,
23       ,76          ,88          ,89          ,
24       ,75          ,87          ,88          ,
25       ,69          ,89          ,89          ,
26       ,74          ,87          ,90          ,
27       ,80          ,89          ,89          ,
28       ,74          ,90          ,90          ,
29       ,76          ,90          ,90          ,
30       ,78          ,87          ,90          ,
31       ,85          ,88          ,90          ,
32       ,82          ,90          ,92          ,
33       ,82          ,87          ,91          ,
34       ,63          ,86          ,87          ,
35       ,79          ,90          ,90          ,
36       ,87          ,90          ,92          ,
37       ,89          ,90          ,92          ,
38       ,1           ,93          ,93          ,
39       ,1           ,1           ,100         ,
40       ,1           ,95          ,95          ,
41       ,1           ,1           ,1           ,
42       ,1           ,1           ,1           ,
