GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,72          ,73          ,76          ,
0        ,60          ,71          ,73          ,
1        ,71          ,82          ,83          ,
2        ,81          ,82          ,88          ,
3        ,74          ,79          ,83          ,
4        ,71          ,77          ,82          ,
5        ,73          ,78          ,81          ,
6        ,76          ,83          ,85          ,
7        ,82          ,88          ,89          ,
8        ,85          ,86          ,92          ,
9        ,84          ,85          ,90          ,
10       ,76          ,83          ,90          ,
11       ,74          ,85          ,89          ,
12       ,75          ,85          ,91          ,
13       ,71          ,85          ,91          ,
14       ,73          ,82          ,90          ,
15       ,81          ,89          ,94          ,
16       ,80          ,88          ,92          ,
17       ,81          ,89          ,92          ,
18       ,85          ,90          ,93          ,
19       ,88          ,94          ,94          ,
20       ,80          ,84          ,97          ,
21       ,77          ,78          ,89          ,
22       ,75          ,82          ,85          ,
23       ,80          ,86          ,89          ,
24       ,80          ,80          ,90          ,
25       ,68          ,81          ,86          ,
26       ,72          ,82          ,88          ,
27       ,77          ,85          ,88          ,
28       ,84          ,91          ,95          ,
29       ,86          ,88          ,94          ,
30       ,77          ,84          ,93          ,
31       ,68          ,81          ,91          ,
32       ,72          ,85          ,89          ,
33       ,77          ,86          ,91          ,
34       ,73          ,84          ,91          ,
35       ,67          ,83          ,88          ,
36       ,68          ,89          ,91          ,
37       ,62          ,80          ,89          ,
38       ,72          ,80          ,91          ,
39       ,80          ,83          ,93          ,
