GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,25.3        ,29.2        ,29.4        ,
0        ,28.8        ,33.3        ,35.3        ,
1        ,32.6        ,32.8        ,34.1        ,
2        ,31.9        ,32.3        ,33.4        ,
3        ,31.2        ,31.5        ,32.8        ,
4        ,30.4        ,30.8        ,32.0        ,
5        ,29.9        ,30.0        ,31.3        ,
6        ,29.3        ,29.8        ,30.8        ,
7        ,29.3        ,29.8        ,30.5        ,
8        ,28.8        ,28.9        ,30.1        ,
9        ,28.4        ,28.5        ,29.9        ,
10       ,27.7        ,28.0        ,29.6        ,
11       ,27.5        ,27.5        ,29.8        ,
12       ,27.4        ,27.8        ,29.5        ,
13       ,27.5        ,27.6        ,30.3        ,
14       ,27.3        ,27.5        ,29.5        ,
15       ,27.3        ,27.3        ,29.1        ,
16       ,26.6        ,26.9        ,29.6        ,
17       ,26.4        ,26.7        ,29.6        ,
18       ,26.6        ,26.7        ,28.6        ,
19       ,25.6        ,26.8        ,27.9        ,
20       ,25.8        ,25.8        ,30.5        ,
21       ,23.8        ,23.9        ,26.4        ,
22       ,23.5        ,24.2        ,26.3        ,
23       ,24.0        ,24.3        ,25.3        ,
24       ,22.9        ,23.0        ,25.4        ,
25       ,22.3        ,22.5        ,25.9        ,
26       ,22.2        ,23.5        ,26.9        ,
27       ,23.1        ,23.8        ,28.2        ,
28       ,23.5        ,24.5        ,26.2        ,
29       ,23.0        ,23.0        ,26.1        ,
30       ,21.0        ,21.3        ,26.0        ,
31       ,20.5        ,21.1        ,26.8        ,
32       ,20.2        ,21.6        ,27.4        ,
33       ,21.5        ,23.2        ,27.5        ,
34       ,21.9        ,22.3        ,25.4        ,
35       ,20.9        ,20.9        ,26.7        ,
36       ,20.5        ,21.6        ,27.2        ,
37       ,17.6        ,17.6        ,23.2        ,
38       ,13.9        ,15.8        ,21.6        ,
39       ,15.7        ,19.1        ,19.1        ,
