GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,34          ,46          ,81          ,
-1       ,43          ,45          ,48          ,
0        ,41          ,50          ,53          ,
1        ,50          ,55          ,61          ,
2        ,52          ,65          ,67          ,
3        ,55          ,65          ,68          ,
4        ,63          ,69          ,72          ,
5        ,67          ,76          ,78          ,
6        ,74          ,81          ,82          ,
7        ,75          ,80          ,81          ,
8        ,74          ,78          ,81          ,
9        ,67          ,67          ,80          ,
10       ,67          ,71          ,80          ,
11       ,69          ,71          ,82          ,
12       ,69          ,72          ,83          ,
13       ,69          ,69          ,80          ,
14       ,69          ,70          ,82          ,
15       ,69          ,70          ,83          ,
16       ,69          ,73          ,82          ,
17       ,70          ,77          ,88          ,
18       ,71          ,74          ,88          ,
19       ,65          ,75          ,84          ,
20       ,75          ,80          ,87          ,
21       ,60          ,75          ,87          ,
22       ,55          ,72          ,86          ,
23       ,68          ,74          ,85          ,
24       ,62          ,69          ,85          ,
25       ,67          ,76          ,86          ,
26       ,70          ,74          ,86          ,
27       ,73          ,80          ,87          ,
28       ,76          ,77          ,89          ,
29       ,73          ,77          ,90          ,
30       ,70          ,70          ,84          ,
31       ,68          ,74          ,84          ,
32       ,66          ,74          ,82          ,
33       ,62          ,82          ,84          ,
34       ,70          ,81          ,88          ,
35       ,69          ,84          ,88          ,
36       ,71          ,85          ,89          ,
37       ,不详          ,不详          ,不详          ,
