Message,GrowthDay,Time,
系统锁定   ,26       ,16:47:15,
报警测试   ,27       ,11:30:00,
管理员登陆  ,27       ,19:05:20,
系统锁定   ,27       ,19:10:27,
重置报警   ,28       ,08:24:01,
报警测试   ,28       ,11:30:00,
管理员登陆  ,29       ,07:37:17,
系统锁定   ,29       ,07:42:26,
备用设置提醒 ,29       ,10:26:12,
报警测试   ,29       ,11:30:00,
系统锁定   ,29       ,17:08:06,
系统锁定   ,29       ,17:39:23,
管理员登陆  ,29       ,19:02:29,
系统锁定   ,29       ,19:08:11,
管理员登陆  ,30       ,10:34:10,
系统锁定   ,30       ,10:39:24,
报警测试   ,30       ,11:30:00,
系统锁定   ,30       ,14:38:21,
系统锁定   ,30       ,17:07:25,
系统锁定   ,31       ,07:26:17,
报警测试   ,31       ,11:30:00,
系统锁定   ,31       ,12:05:19,
管理员登陆  ,31       ,14:19:19,
系统锁定   ,31       ,14:25:04,
管理员登陆  ,32       ,07:12:25,
系统锁定   ,32       ,07:18:04,
系统锁定   ,32       ,10:29:28,
报警测试   ,32       ,11:30:00,
管理员登陆  ,32       ,13:03:19,
系统锁定   ,32       ,13:08:25,
系统锁定   ,33       ,07:22:00,
报警测试   ,33       ,11:30:00,
报警测试   ,34       ,11:30:00,
重置报警   ,34       ,20:24:16,
重置报警   ,34       ,21:44:22,
管理员登陆  ,35       ,07:28:01,
系统锁定   ,35       ,07:33:23,
报警测试   ,35       ,11:30:00,
系统锁定   ,35       ,14:11:15,
报警测试   ,36       ,11:30:00,
系统锁定   ,36       ,12:24:06,
报警测试   ,37       ,11:30:00,
系统锁定   ,37       ,20:42:08,
管理员登陆  ,38       ,02:15:11,
更改开关   ,38       ,02:15:19,
系统锁定   ,38       ,02:20:19,
空鸡舍模式  ,38       ,02:24:20,
重置报警   ,38       ,02:24:20,
报警测试   ,38       ,11:30:00,
电源关闭   ,38       ,19:37:03,
电源开启   ,38       ,20:09:05,
电源关闭   ,38       ,20:15:15,
电源开启   ,38       ,06:55:03,
报警测试   ,39       ,11:30:00,
电源关闭   ,40       ,09:39:01,
电源开启   ,40       ,07:27:23,
电源关闭   ,41       ,07:28:18,
电源开启   ,41       ,08:21:14,
报警测试   ,42       ,11:30:00,
管理员登陆  ,42       ,21:22:20,
更改开关   ,42       ,21:22:23,
系统锁定   ,42       ,21:27:23,
管理员登陆  ,43       ,08:33:13,
更改开关   ,43       ,08:33:17,
系统锁定   ,43       ,08:38:17,
报警测试   ,43       ,11:30:00,
报警测试   ,44       ,11:30:00,
报警测试   ,45       ,11:30:00,
报警测试   ,46       ,11:30:00,
报警测试   ,47       ,11:30:00,
报警测试   ,48       ,11:30:00,
报警测试   ,49       ,11:30:00,
报警测试   ,50       ,11:30:00,
报警测试   ,51       ,11:30:00,
报警测试   ,52       ,11:30:00,
报警测试   ,53       ,11:30:00,
报警测试   ,54       ,11:30:00,
系统锁定   ,54       ,12:49:10,
报警测试   ,55       ,11:30:00,
报警测试   ,56       ,11:30:00,
新的鸡群   ,-1       ,17:00:03,
更改开关   ,-1       ,17:10:02,
系统锁定   ,-1       ,17:15:02,
管理员登陆  ,0        ,04:37:22,
更改开关   ,0        ,04:38:07,
更改开关   ,0        ,04:38:22,
更改开关   ,0        ,04:39:04,
系统锁定   ,0        ,04:44:04,
报警测试   ,0        ,11:30:00,
管理员登陆  ,0        ,13:18:28,
系统锁定   ,0        ,13:24:02,
普通鸡舍模式 ,0        ,16:21:23,
备用设置提醒 ,0        ,16:21:23,
重置报警   ,1        ,05:36:15,
报警测试   ,1        ,11:30:00,
报警测试   ,2        ,11:30:00,
重置报警   ,3        ,08:05:26,
报警测试   ,3        ,11:30:00,
备用设置提醒 ,3        ,12:20:13,
报警测试   ,4        ,11:30:00,
报警测试   ,5        ,11:30:00,
备用设置提醒 ,5        ,21:40:03,
报警测试   ,6        ,11:30:00,
报警测试   ,7        ,11:30:00,
重置报警   ,7        ,13:50:23,
重置报警   ,7        ,13:52:18,
重置报警   ,7        ,13:58:20,
重置报警   ,7        ,14:19:03,
重置报警   ,7        ,14:27:08,
重置报警   ,7        ,14:40:14,
报警测试   ,8        ,11:30:00,
报警测试   ,9        ,11:30:00,
报警测试   ,10       ,11:30:00,
系统锁定   ,10       ,15:20:15,
备用设置提醒 ,10       ,22:55:06,
报警测试   ,11       ,11:30:00,
报警测试   ,12       ,11:30:00,
报警测试   ,13       ,11:30:00,
重置报警   ,14       ,09:27:22,
报警测试   ,14       ,11:30:00,
备用设置提醒 ,15       ,05:24:00,
报警测试   ,15       ,11:30:00,
报警测试   ,16       ,11:30:00,
报警测试   ,17       ,11:30:00,
报警测试   ,18       ,11:30:00,
报警测试   ,19       ,11:30:00,
报警测试   ,20       ,11:30:00,
报警测试   ,21       ,11:30:00,
报警测试   ,22       ,11:30:00,
备用设置提醒 ,22       ,20:48:00,
报警测试   ,23       ,11:30:00,
系统锁定   ,24       ,07:41:11,
报警测试   ,24       ,11:30:00,
系统锁定   ,25       ,07:49:22,
报警测试   ,25       ,11:30:00,
报警测试   ,26       ,11:30:00,
报警测试   ,27       ,11:30:00,
报警测试   ,28       ,11:30:00,
报警测试   ,29       ,11:30:00,
备用设置提醒 ,29       ,18:50:12,
重置报警   ,29       ,20:11:24,
重置报警   ,29       ,20:16:13,
重置报警   ,29       ,20:21:12,
重置报警   ,29       ,20:26:10,
管理员登陆  ,30       ,00:27:19,
重置报警   ,30       ,00:27:23,
系统锁定   ,30       ,00:32:26,
重置报警   ,30       ,02:17:16,
管理员登陆  ,30       ,02:21:16,
重置报警   ,30       ,02:21:24,
系统锁定   ,30       ,02:26:26,
重置报警   ,30       ,04:27:14,
报警测试   ,30       ,11:30:00,
报警测试   ,31       ,11:30:00,
管理员登陆  ,31       ,12:34:08,
更改开关   ,31       ,12:34:11,
系统锁定   ,31       ,12:39:11,
更改开关   ,31       ,17:10:22,
更改开关   ,31       ,17:11:15,
更改开关   ,31       ,17:11:26,
更改开关   ,31       ,17:12:09,
更改开关   ,31       ,17:12:16,
系统锁定   ,31       ,17:17:16,
报警测试   ,32       ,11:30:00,
报警测试   ,33       ,11:30:00,
备用设置提醒 ,33       ,12:43:06,
管理员登陆  ,33       ,20:08:28,
系统锁定   ,33       ,20:14:02,
重置报警   ,33       ,23:35:27,
