GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,80          ,82          ,82          ,
-1       ,63          ,64          ,97          ,
0        ,59          ,65          ,66          ,
1        ,63          ,65          ,69          ,
2        ,58          ,62          ,66          ,
3        ,58          ,64          ,67          ,
4        ,62          ,68          ,71          ,
5        ,66          ,71          ,74          ,
6        ,66          ,70          ,76          ,
7        ,67          ,73          ,78          ,
8        ,67          ,71          ,77          ,
9        ,66          ,71          ,79          ,
10       ,67          ,69          ,84          ,
11       ,63          ,67          ,79          ,
12       ,62          ,68          ,77          ,
13       ,63          ,67          ,76          ,
14       ,58          ,69          ,79          ,
15       ,57          ,72          ,81          ,
16       ,55          ,73          ,82          ,
17       ,49          ,77          ,83          ,
18       ,72          ,75          ,84          ,
19       ,72          ,75          ,84          ,
20       ,72          ,76          ,86          ,
21       ,69          ,74          ,86          ,
22       ,66          ,67          ,83          ,
23       ,60          ,70          ,79          ,
24       ,66          ,68          ,83          ,
25       ,68          ,77          ,80          ,
26       ,66          ,77          ,84          ,
27       ,71          ,78          ,87          ,
28       ,68          ,76          ,85          ,
29       ,61          ,74          ,86          ,
30       ,54          ,73          ,86          ,
31       ,49          ,74          ,86          ,
32       ,49          ,75          ,87          ,
33       ,65          ,80          ,88          ,
34       ,64          ,81          ,91          ,
35       ,57          ,78          ,90          ,
36       ,58          ,77          ,85          ,
37       ,59          ,76          ,87          ,
38       ,69          ,76          ,81          ,
