GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,20.4        ,20.4        ,21.5        ,
-1       ,17.2        ,32.0        ,32.8        ,
0        ,31.7        ,33.8        ,34.5        ,
1        ,32.4        ,32.6        ,34.0        ,
2        ,31.5        ,31.7        ,33.1        ,
3        ,30.6        ,31.0        ,32.2        ,
4        ,29.9        ,30.6        ,31.6        ,
5        ,29.0        ,29.5        ,30.8        ,
6        ,28.4        ,28.7        ,30.1        ,
7        ,28.0        ,28.3        ,29.9        ,
8        ,27.6        ,28.5        ,29.2        ,
9        ,27.5        ,28.1        ,29.0        ,
10       ,26.8        ,27.4        ,28.4        ,
11       ,26.3        ,27.1        ,27.9        ,
12       ,25.6        ,26.2        ,27.5        ,
13       ,25.5        ,25.9        ,27.2        ,
14       ,24.9        ,25.3        ,27.5        ,
15       ,24.5        ,24.8        ,27.2        ,
16       ,24.1        ,25.0        ,27.8        ,
17       ,24.0        ,24.5        ,27.4        ,
18       ,23.6        ,23.6        ,25.8        ,
19       ,22.9        ,23.4        ,25.3        ,
20       ,21.9        ,22.2        ,25.3        ,
21       ,21.7        ,22.3        ,25.9        ,
22       ,21.4        ,21.9        ,24.7        ,
23       ,20.9        ,21.4        ,24.2        ,
24       ,21.0        ,21.7        ,23.7        ,
25       ,21.3        ,21.6        ,23.3        ,
26       ,20.3        ,20.7        ,23.0        ,
27       ,20.3        ,21.7        ,22.6        ,
28       ,19.8        ,20.0        ,22.4        ,
29       ,19.3        ,20.1        ,21.8        ,
30       ,19.2        ,19.2        ,21.8        ,
31       ,18.9        ,19.1        ,21.9        ,
32       ,18.4        ,19.4        ,21.6        ,
33       ,17.8        ,18.8        ,20.5        ,
34       ,17.7        ,18.6        ,20.2        ,
35       ,16.6        ,18.4        ,19.9        ,
36       ,16.4        ,16.4        ,19.0        ,
37       ,15.9        ,16.5        ,18.4        ,
38       ,5.9         ,6.5         ,18.0        ,
