GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,19.4        ,32.6        ,32.7        ,
0        ,31.8        ,34.2        ,34.8        ,
1        ,33.2        ,33.2        ,34.6        ,
2        ,32.3        ,32.5        ,34.0        ,
3        ,31.3        ,31.7        ,33.2        ,
4        ,30.5        ,30.7        ,32.0        ,
5        ,29.8        ,29.9        ,31.2        ,
6        ,28.9        ,29.7        ,30.6        ,
7        ,28.3        ,28.9        ,29.8        ,
8        ,27.8        ,28.6        ,29.3        ,
9        ,27.6        ,28.6        ,29.5        ,
10       ,27.2        ,27.9        ,29.2        ,
11       ,27.1        ,27.5        ,28.9        ,
12       ,26.5        ,26.6        ,28.2        ,
13       ,25.8        ,26.0        ,27.6        ,
14       ,25.1        ,25.8        ,27.1        ,
15       ,24.8        ,25.3        ,27.2        ,
16       ,24.4        ,24.8        ,27.0        ,
17       ,24.0        ,24.3        ,26.8        ,
18       ,23.7        ,24.8        ,27.3        ,
19       ,23.5        ,23.9        ,27.1        ,
20       ,23.1        ,23.3        ,25.2        ,
21       ,22.3        ,22.5        ,25.0        ,
22       ,22.1        ,22.5        ,24.6        ,
23       ,22.0        ,22.6        ,25.0        ,
24       ,21.4        ,22.1        ,24.6        ,
25       ,20.7        ,22.2        ,24.2        ,
26       ,20.8        ,22.2        ,23.9        ,
27       ,21.0        ,21.5        ,23.4        ,
28       ,20.0        ,20.6        ,23.2        ,
29       ,20.1        ,21.6        ,22.8        ,
30       ,19.6        ,20.3        ,22.6        ,
31       ,18.9        ,19.5        ,22.1        ,
32       ,18.5        ,19.1        ,21.8        ,
33       ,18.2        ,19.0        ,22.0        ,
34       ,18.0        ,18.4        ,21.6        ,
35       ,17.0        ,17.9        ,20.2        ,
36       ,17.0        ,17.9        ,19.9        ,
37       ,16.7        ,18.3        ,19.9        ,
38       ,5.6         ,10.8        ,18.9        ,
39       ,4.0         ,7.9         ,13.3        ,
40       ,7.8         ,8.0         ,8.1         ,
