GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.5        ,33.1        ,35.0        ,
0        ,32.2        ,32.9        ,37.2        ,
1        ,32.7        ,33.2        ,37.3        ,
2        ,32.0        ,32.1        ,37.8        ,
3        ,31.2        ,31.5        ,37.3        ,
4        ,29.9        ,30.7        ,35.8        ,
5        ,30.2        ,30.5        ,35.3        ,
6        ,29.5        ,29.8        ,34.0        ,
7        ,29.4        ,30.6        ,35.6        ,
8        ,29.9        ,30.9        ,35.7        ,
9        ,29.6        ,30.2        ,36.0        ,
10       ,29.3        ,29.7        ,35.7        ,
11       ,28.6        ,28.6        ,35.7        ,
12       ,28.3        ,28.6        ,32.2        ,
13       ,28.5        ,28.8        ,33.6        ,
14       ,28.3        ,29.1        ,34.1        ,
15       ,28.6        ,29.1        ,34.0        ,
16       ,28.5        ,29.2        ,34.0        ,
17       ,27.5        ,27.5        ,32.8        ,
18       ,27.3        ,28.5        ,32.2        ,
19       ,27.8        ,28.1        ,31.0        ,
20       ,27.4        ,29.0        ,33.9        ,
21       ,27.6        ,28.2        ,33.8        ,
22       ,28.0        ,30.0        ,33.9        ,
23       ,28.6        ,28.8        ,33.4        ,
24       ,27.6        ,29.9        ,33.9        ,
25       ,25.6        ,25.9        ,30.5        ,
26       ,25.6        ,27.7        ,31.8        ,
27       ,26.7        ,28.1        ,32.7        ,
28       ,27.0        ,29.0        ,33.1        ,
29       ,27.8        ,29.0        ,32.0        ,
30       ,27.3        ,30.1        ,32.3        ,
31       ,25.2        ,25.2        ,30.1        ,
32       ,24.1        ,25.7        ,30.8        ,
33       ,24.5        ,28.3        ,31.0        ,
34       ,26.9        ,28.3        ,30.2        ,
35       ,26.3        ,26.4        ,29.3        ,
36       ,25.7        ,28.1        ,29.4        ,
37       ,25.9        ,40.4        ,41.3        ,
38       ,26.0        ,26.0        ,43.7        ,
39       ,25.6        ,26.6        ,33.0        ,
40       ,26.0        ,26.5        ,26.7        ,
