GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,69          ,82          ,100         ,
1        ,72          ,85          ,85          ,
2        ,72          ,88          ,88          ,
3        ,70          ,88          ,88          ,
4        ,70          ,86          ,89          ,
5        ,72          ,83          ,88          ,
6        ,76          ,85          ,87          ,
7        ,80          ,90          ,90          ,
8        ,83          ,88          ,91          ,
9        ,73          ,88          ,91          ,
10       ,75          ,87          ,90          ,
11       ,68          ,86          ,89          ,
12       ,66          ,85          ,88          ,
13       ,69          ,89          ,89          ,
14       ,77          ,90          ,91          ,
15       ,76          ,90          ,92          ,
16       ,74          ,90          ,92          ,
17       ,75          ,89          ,92          ,
18       ,72          ,89          ,92          ,
19       ,82          ,91          ,92          ,
20       ,83          ,91          ,93          ,
21       ,84          ,92          ,93          ,
22       ,81          ,94          ,94          ,
23       ,85          ,93          ,94          ,
24       ,84          ,91          ,94          ,
25       ,81          ,92          ,94          ,
26       ,87          ,92          ,94          ,
27       ,87          ,92          ,93          ,
28       ,85          ,94          ,94          ,
29       ,88          ,93          ,95          ,
30       ,89          ,92          ,95          ,
31       ,90          ,93          ,95          ,
32       ,92          ,99          ,100         ,
33       ,88          ,90          ,100         ,
34       ,77          ,91          ,92          ,
35       ,87          ,96          ,96          ,
36       ,95          ,99          ,99          ,
37       ,95          ,100         ,100         ,
38       ,100         ,100         ,100         ,
39       ,100         ,100         ,100         ,
40       ,100         ,100         ,100         ,
41       ,100         ,100         ,100         ,
42       ,100         ,100         ,100         ,
43       ,100         ,100         ,100         ,
44       ,100         ,100         ,100         ,
45       ,100         ,100         ,100         ,
