GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,30.5        ,33.7        ,36.9        ,
1        ,32.6        ,32.6        ,36.4        ,
2        ,31.4        ,31.9        ,36.6        ,
3        ,31.0        ,31.1        ,37.5        ,
4        ,30.5        ,30.6        ,37.1        ,
5        ,29.4        ,29.5        ,36.2        ,
6        ,29.0        ,29.2        ,35.6        ,
7        ,28.9        ,30.0        ,35.0        ,
8        ,28.9        ,29.5        ,33.9        ,
9        ,28.8        ,30.5        ,35.1        ,
10       ,29.7        ,30.7        ,35.2        ,
11       ,29.7        ,29.8        ,35.0        ,
12       ,28.9        ,30.0        ,34.8        ,
13       ,29.0        ,29.1        ,34.9        ,
14       ,28.9        ,28.9        ,33.1        ,
15       ,28.7        ,29.2        ,33.8        ,
16       ,28.7        ,29.1        ,33.4        ,
17       ,28.4        ,29.4        ,33.8        ,
18       ,28.4        ,29.1        ,33.9        ,
19       ,28.1        ,28.1        ,32.6        ,
20       ,27.6        ,28.6        ,32.4        ,
21       ,28.0        ,28.3        ,31.0        ,
22       ,27.4        ,28.9        ,32.8        ,
23       ,27.8        ,28.3        ,32.8        ,
24       ,27.5        ,29.5        ,32.4        ,
25       ,28.1        ,28.8        ,31.9        ,
26       ,27.8        ,29.5        ,31.7        ,
27       ,26.1        ,26.3        ,29.9        ,
28       ,25.9        ,27.3        ,31.0        ,
29       ,26.5        ,27.8        ,30.8        ,
30       ,26.8        ,28.3        ,30.6        ,
31       ,27.5        ,28.8        ,30.2        ,
32       ,26.9        ,28.9        ,30.7        ,
33       ,25.0        ,25.0        ,29.3        ,
34       ,23.9        ,25.1        ,29.1        ,
35       ,24.0        ,27.1        ,28.8        ,
36       ,26.2        ,26.9        ,28.7        ,
37       ,26.1        ,26.2        ,27.6        ,
38       ,24.7        ,27.2        ,33.0        ,
39       ,26.5        ,28.9        ,33.3        ,
40       ,28.6        ,29.7        ,33.5        ,
41       ,27.6        ,27.8        ,30.2        ,
42       ,25.1        ,27.8        ,27.8        ,
43       ,27.8        ,29.0        ,31.1        ,
44       ,28.5        ,28.6        ,31.8        ,
45       ,26.7        ,28.5        ,31.6        ,
