GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.1        ,32.6        ,33.7        ,
0        ,32.4        ,34.3        ,35.2        ,
1        ,33.0        ,33.4        ,35.3        ,
2        ,32.0        ,32.1        ,34.0        ,
3        ,31.0        ,31.5        ,32.9        ,
4        ,30.2        ,30.9        ,32.1        ,
5        ,29.5        ,29.9        ,32.3        ,
6        ,29.0        ,29.3        ,32.9        ,
7        ,28.5        ,29.1        ,30.8        ,
8        ,28.2        ,28.4        ,32.5        ,
9        ,27.9        ,28.6        ,32.5        ,
10       ,27.7        ,28.6        ,32.5        ,
11       ,27.4        ,27.6        ,30.4        ,
12       ,26.4        ,26.9        ,28.5        ,
13       ,25.7        ,26.7        ,28.6        ,
14       ,25.4        ,26.1        ,28.8        ,
15       ,25.3        ,25.6        ,29.1        ,
16       ,25.2        ,25.8        ,28.7        ,
17       ,25.1        ,25.3        ,27.3        ,
18       ,24.3        ,25.1        ,26.9        ,
19       ,23.5        ,23.7        ,27.4        ,
20       ,23.4        ,24.0        ,27.5        ,
21       ,23.3        ,23.8        ,28.1        ,
22       ,23.0        ,24.3        ,28.9        ,
23       ,23.3        ,24.0        ,28.3        ,
24       ,23.5        ,24.2        ,26.9        ,
25       ,23.0        ,23.4        ,27.6        ,
26       ,22.7        ,23.6        ,27.8        ,
27       ,23.0        ,23.7        ,27.0        ,
28       ,22.7        ,23.8        ,25.2        ,
29       ,22.1        ,22.6        ,29.6        ,
30       ,19.4        ,19.7        ,23.2        ,
31       ,19.2        ,20.3        ,23.1        ,
32       ,19.2        ,19.4        ,22.1        ,
33       ,17.7        ,18.0        ,20.8        ,
34       ,16.0        ,16.5        ,21.1        ,
35       ,15.7        ,17.3        ,22.5        ,
36       ,16.7        ,18.0        ,23.8        ,
37       ,17.5        ,19.2        ,21.2        ,
38       ,16.6        ,17.5        ,22.0        ,
