GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,61          ,63          ,69          ,
0        ,55          ,62          ,65          ,
1        ,54          ,63          ,65          ,
2        ,47          ,48          ,64          ,
3        ,44          ,60          ,64          ,
4        ,48          ,65          ,67          ,
5        ,47          ,68          ,70          ,
6        ,52          ,77          ,78          ,
7        ,64          ,76          ,81          ,
8        ,58          ,75          ,83          ,
9        ,54          ,76          ,78          ,
10       ,58          ,80          ,80          ,
11       ,77          ,78          ,84          ,
12       ,59          ,60          ,81          ,
13       ,44          ,64          ,70          ,
14       ,46          ,62          ,72          ,
15       ,47          ,65          ,73          ,
16       ,58          ,74          ,77          ,
17       ,73          ,75          ,81          ,
18       ,73          ,75          ,80          ,
19       ,51          ,70          ,80          ,
20       ,46          ,72          ,78          ,
21       ,49          ,74          ,78          ,
22       ,46          ,76          ,80          ,
23       ,53          ,72          ,80          ,
24       ,71          ,79          ,85          ,
25       ,61          ,83          ,83          ,
26       ,64          ,84          ,85          ,
27       ,71          ,84          ,85          ,
28       ,79          ,88          ,88          ,
29       ,67          ,79          ,89          ,
30       ,68          ,68          ,82          ,
31       ,61          ,78          ,78          ,
32       ,69          ,82          ,84          ,
33       ,73          ,77          ,86          ,
34       ,51          ,80          ,84          ,
35       ,56          ,81          ,85          ,
36       ,67          ,86          ,86          ,
37       ,84          ,91          ,92          ,
38       ,77          ,85          ,92          ,
