GrowthDay,MinimumValue,AverageValue,MaximumValue,
24       ,不详          ,不详          ,不详          ,
25       ,不详          ,不详          ,不详          ,
26       ,不详          ,不详          ,不详          ,
27       ,不详          ,不详          ,不详          ,
28       ,不详          ,不详          ,不详          ,
29       ,不详          ,不详          ,不详          ,
30       ,不详          ,不详          ,不详          ,
31       ,不详          ,不详          ,不详          ,
32       ,不详          ,不详          ,不详          ,
33       ,不详          ,不详          ,不详          ,
34       ,不详          ,不详          ,不详          ,
35       ,不详          ,不详          ,不详          ,
36       ,不详          ,不详          ,不详          ,
37       ,不详          ,不详          ,不详          ,
38       ,不详          ,不详          ,不详          ,
39       ,不详          ,不详          ,不详          ,
40       ,不详          ,不详          ,不详          ,
41       ,不详          ,不详          ,不详          ,
42       ,不详          ,不详          ,不详          ,
43       ,不详          ,不详          ,不详          ,
44       ,不详          ,不详          ,不详          ,
