GrowthDay,MinimumValue,AverageValue,MaximumValue,
24       ,22.6        ,25.3        ,27.8        ,
25       ,24.4        ,26.1        ,28.0        ,
26       ,24.7        ,25.3        ,27.5        ,
27       ,23.9        ,24.5        ,26.8        ,
28       ,23.7        ,25.1        ,27.3        ,
29       ,23.7        ,25.1        ,26.5        ,
30       ,23.8        ,25.0        ,26.5        ,
31       ,23.1        ,23.6        ,26.3        ,
32       ,22.5        ,23.8        ,25.2        ,
33       ,22.1        ,23.1        ,25.5        ,
34       ,22.0        ,22.4        ,25.6        ,
35       ,21.8        ,22.4        ,25.1        ,
36       ,21.2        ,21.7        ,24.2        ,
37       ,11.8        ,17.3        ,23.6        ,
38       ,7.4         ,7.4         ,17.4        ,
39       ,5.9         ,9.0         ,11.3        ,
40       ,7.4         ,13.1        ,14.1        ,
41       ,9.9         ,12.1        ,13.6        ,
42       ,10.3        ,13.2        ,14.7        ,
43       ,12.0        ,14.5        ,19.1        ,
44       ,12.6        ,21.9        ,23.1        ,
