GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,47          ,47          ,66          ,
0        ,41          ,54          ,56          ,
1        ,54          ,61          ,64          ,
2        ,60          ,71          ,72          ,
3        ,66          ,75          ,76          ,
4        ,68          ,70          ,77          ,
5        ,62          ,69          ,71          ,
6        ,61          ,69          ,72          ,
7        ,65          ,74          ,77          ,
8        ,71          ,78          ,80          ,
9        ,68          ,71          ,81          ,
10       ,60          ,70          ,80          ,
11       ,58          ,71          ,80          ,
12       ,66          ,75          ,81          ,
13       ,75          ,76          ,83          ,
14       ,66          ,72          ,83          ,
15       ,65          ,72          ,82          ,
16       ,60          ,70          ,80          ,
17       ,52          ,74          ,79          ,
18       ,47          ,67          ,79          ,
19       ,46          ,71          ,79          ,
20       ,40          ,70          ,78          ,
21       ,65          ,71          ,78          ,
22       ,68          ,74          ,79          ,
23       ,64          ,73          ,80          ,
24       ,61          ,73          ,80          ,
25       ,63          ,72          ,81          ,
26       ,54          ,72          ,79          ,
27       ,58          ,67          ,83          ,
28       ,63          ,73          ,78          ,
29       ,63          ,76          ,82          ,
30       ,68          ,72          ,83          ,
31       ,64          ,72          ,83          ,
32       ,55          ,72          ,82          ,
33       ,47          ,74          ,81          ,
34       ,42          ,74          ,82          ,
35       ,44          ,71          ,81          ,
36       ,60          ,76          ,82          ,
37       ,60          ,79          ,84          ,
38       ,43          ,74          ,85          ,
39       ,48          ,78          ,82          ,
40       ,72          ,77          ,80          ,
