GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,24.4        ,33.6        ,34.0        ,
0        ,32.3        ,33.5        ,35.2        ,
1        ,32.2        ,33.0        ,33.9        ,
2        ,31.5        ,31.9        ,33.3        ,
3        ,30.9        ,31.2        ,32.5        ,
4        ,30.0        ,30.1        ,31.8        ,
5        ,29.2        ,29.4        ,30.7        ,
6        ,28.7        ,29.1        ,30.0        ,
7        ,28.1        ,28.9        ,29.4        ,
8        ,27.5        ,27.9        ,29.1        ,
9        ,27.2        ,27.4        ,29.3        ,
10       ,27.0        ,27.5        ,28.9        ,
11       ,26.4        ,26.8        ,28.3        ,
12       ,26.4        ,27.1        ,28.3        ,
13       ,25.6        ,25.8        ,28.0        ,
14       ,24.9        ,25.1        ,27.3        ,
15       ,24.4        ,25.4        ,27.0        ,
16       ,24.1        ,24.6        ,26.9        ,
17       ,23.9        ,24.7        ,27.3        ,
18       ,23.6        ,24.4        ,27.1        ,
19       ,23.7        ,24.0        ,26.9        ,
20       ,23.2        ,23.8        ,27.1        ,
21       ,23.0        ,23.8        ,25.6        ,
22       ,23.0        ,23.1        ,25.4        ,
23       ,21.4        ,21.6        ,25.0        ,
24       ,21.6        ,22.3        ,24.3        ,
25       ,21.1        ,21.7        ,23.9        ,
26       ,20.3        ,20.6        ,23.1        ,
27       ,20.5        ,21.8        ,23.5        ,
28       ,20.2        ,20.6        ,23.0        ,
29       ,19.6        ,20.8        ,22.1        ,
30       ,19.5        ,19.8        ,21.5        ,
31       ,18.8        ,18.9        ,21.4        ,
32       ,18.3        ,18.9        ,20.6        ,
33       ,17.7        ,18.6        ,20.6        ,
34       ,17.2        ,18.3        ,20.8        ,
35       ,17.0        ,18.0        ,20.5        ,
36       ,16.2        ,17.0        ,18.9        ,
37       ,15.9        ,17.1        ,18.4        ,
38       ,5.9         ,7.9         ,18.4        ,
39       ,4.0         ,5.3         ,9.9         ,
40       ,2.9         ,3.5         ,5.3         ,
