Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,MORTALITY_RATE,Age_interval
"[-inf, -77.62)",207,0.23793103448275862,31,176,0.8502415458937198,-1.3453791308529826,0.33741380998567383,0.039480099804051,water_per_diff,0.0102428161861773,34 - 35日龄
"[-77.62, -49.55)",110,0.12643678160919541,23,87,0.7909090909090909,-0.9392962430254113,0.09590495704687763,0.0116733051413937,water_per_diff,0.0059253414553862,34 - 35日龄
"[-49.55, -29.65)",143,0.16436781609195403,51,92,0.6433566433566433,-0.19884528462469167,0.006356054500873252,0.0008367976257101,water_per_diff,0.0044476684461203,34 - 35日龄
"[-29.65, -2.95)",226,0.2597701149425287,107,119,0.5265486725663717,0.2848230010503996,0.02152014770052918,0.0025677599004393,water_per_diff,0.0037457851626642,34 - 35日龄
"[-2.95, 5.40)",52,0.059770114942528735,45,7,0.1346153846153846,2.251870000415029,0.2583292397096832,0.0266189357179948,water_per_diff,0.0023775400736951,34 - 35日龄
"[5.40, inf)",132,0.15172413793103448,94,38,0.2878787878787879,1.296826282243641,0.252347534723101,0.0291616604393412,water_per_diff,0.0025463999690044,34 - 35日龄
,870,1.0,351,519,0.596551724137931,,0.9718717436667381,0.1103385586289301,water_per_diff,0.005418817729803703,34 - 35日龄
"[-inf, -24.29)",139,0.15977011494252874,37,102,0.7338129496402878,-0.6229372409400238,0.05676122316290618,0.007090433200546,water_per_shift_diff,0.0079019245669499,34 - 35日龄
"[-24.29, -18.89)",49,0.05632183908045977,16,33,0.673469387755102,-0.3328011795266761,0.005990344502456348,0.0007688376090335,water_per_shift_diff,0.0062137115052943,34 - 35日龄
"[-18.89, -5.48)",204,0.23448275862068965,87,117,0.5735294117647058,0.09485184355685053,0.002127500468099904,0.0002342767517828,water_per_shift_diff,0.0055479017542934,34 - 35日龄
"[-5.48, -3.25)",52,0.059770114942528735,32,20,0.38461538461538464,0.8611212889457586,0.045322919478132585,0.0054088172738825,water_per_shift_diff,0.0033415196049776,34 - 35日龄
"[-3.25, 17.84)",364,0.41839080459770117,162,202,0.554945054945055,0.1704462975312022,0.012328115191229689,0.0014341664244726,water_per_shift_diff,0.0045648620954963,34 - 35日龄
"[17.84, inf)",62,0.07126436781609195,17,45,0.7258064516129032,-0.5823314860140808,0.02228708024137022,0.0027931118768337,water_per_shift_diff,0.005554697843038899,34 - 35日龄
,870,1.0,351,519,0.596551724137931,,0.14481718304419494,0.0177296431365511,water_per_shift_diff,0.00541881772980369,34 - 35日龄
"[-inf, -118.31)",54,0.06192660550458716,16,38,0.7037037037037037,-0.4795616112540127,0.013375907217016843,0.0016561486136092,water_per_diff_前1天,0.0128442924053489,34 - 35日龄
"[-118.31, -81.24)",99,0.11353211009174312,6,93,0.9393939393939394,-2.355404197692609,0.3820314493138138,0.0390864733492566,water_per_diff_前1天,0.0099656438786505,34 - 35日龄
"[-81.24, -55.00)",112,0.12844036697247707,21,91,0.8125,-1.080901242560835,0.12521927640380096,0.0149323365849729,water_per_diff_前1天,0.0070027327474561,34 - 35日龄
"[-55.00, -27.46)",191,0.2190366972477064,59,132,0.6910994764397905,-0.4198286524480595,0.03660756806703755,0.0045426336355203,water_per_diff_前1天,0.004787318188947,34 - 35日龄
"[-27.46, -2.02)",229,0.2626146788990826,113,116,0.5065502183406113,0.35923345383856764,0.034704312059521784,0.004314862725011,water_per_diff_前1天,0.0037179322397852,34 - 35日龄
"[-2.02, inf)",187,0.21444954128440366,138,49,0.2620320855614973,1.42086921327917,0.42131970946192515,0.0486387127704688,water_per_diff_前1天,0.0025887196060921,34 - 35日龄
