Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,MORTALITY_RATE,Age_interval
"[-inf, -16.20)",37,0.0513176144244105,28,9,0.2432432432432432,-0.4962526394225363,0.014806537278214,0.0018320565247649,water_per_diff,0.0010337063934985,13 - 15日龄
"[-16.20, -5.44)",153,0.2122052704576976,127,26,0.1699346405228758,-0.0451420238244114,0.0004390235332727,5.48732825339706e-05,water_per_diff,0.0009622604188513,13 - 15日龄
"[-5.44, 0.68)",124,0.1719833564493758,109,15,0.1209677419354838,0.3520651088654131,0.0188862540481108,0.0023486643819654,water_per_diff,0.0008978206137859,13 - 15日龄
"[0.68, 3.09)",41,0.0568654646324549,40,1,0.024390243902439,2.057646881852416,0.1190563034065041,0.0127110659496599,water_per_diff,0.0007783619142297,13 - 15日龄
"[3.09, inf)",366,0.507628294036061,299,67,0.1830601092896175,-0.1354816182618003,0.0097468927099271,0.0014432233098115,water_per_diff,0.0009783466444413,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.162935010976029,0.0183898834487356,water_per_diff,0.0009525526312095,13 - 15日龄
"[-inf, 4.18)",300,0.4160887656033287,242,58,0.1933333333333333,-0.2027378566512536,0.0182866959550797,0.0022819302748803,water_per_shift_diff,0.0009834127126499,13 - 15日龄
"[4.18, 6.66)",91,0.1262135922330097,83,8,0.0879120879120879,0.7081664938552416,0.0494643656640603,0.0129864891828917,water_per_shift_diff,0.0008451824673603,13 - 15日龄
"[6.66, 12.18)",190,0.2635228848821082,163,27,0.1421052631578947,0.1666807625409125,0.0069175069818044,0.000863688795105,water_per_shift_diff,0.0009602746642307,13 - 15日龄
"[12.18, 13.39)",38,0.0527045769764216,32,6,0.1578947368421052,0.0427438613101507,9.491427167838516e-05,1.1863380855051792e-05,water_per_shift_diff,0.000900872226322,13 - 15日龄
"[13.39, inf)",102,0.1414701803051317,83,19,0.1862745098039215,-0.156830943631363,0.003665427934606,0.0004577095129853,water_per_shift_diff,0.0009624480193458,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.078428910807229,0.0166016811467173,water_per_shift_diff,0.0009525526312095,13 - 15日龄
"[-inf, -17.70)",41,0.0568654646324549,30,11,0.2682926829268293,-0.6279304633977358,0.0272955690936447,0.0033569734760309,water_per_diff_前1天,0.0010469204059165,13 - 15日龄
"[-17.70, -13.60)",38,0.0527045769764216,37,1,0.0263157894736842,1.979685340382704,0.1046962354310385,0.0112969883596052,water_per_diff_前1天,0.0008452813766922,13 - 15日龄
"[-13.60, -11.21)",39,0.0540915395284327,36,3,0.0769230769230769,0.8536740775264796,0.0292620383265464,0.0035505826829115,water_per_diff_前1天,0.0007765675626898,13 - 15日龄
"[-11.21, 2.16)",362,0.5020804438280166,307,55,0.1519337016574585,0.0882819900932056,0.0037978352822793,0.0004745753076995,water_per_diff_前1天,0.000940169042786,13 - 15日龄
"[2.16, 4.19)",45,0.0624133148404993,38,7,0.1555555555555555,0.0604434384095517,0.0002234115341612,2.7922191433210424e-05,water_per_diff_前1天,0.0010414326853239,13 - 15日龄
"[4.19, inf)",196,0.2718446601941747,155,41,0.2091836734693877,-0.3013795220465818,0.0272475822206153,0.0033931159953595,water_per_diff_前1天,0.0009910929534294,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.1925226718882855,0.0221001580130398,water_per_diff_前1天,0.0009525526312095,13 - 15日龄
"[-inf, -12.55)",106,0.1474269819193324,85,21,0.1981132075471698,-0.2297814913026493,0.0083951020046414,0.0021026486187897,water_per_diff_前2天,0.000968025726526,13 - 15日龄
"[-12.55, -10.53)",42,0.0584144645340751,40,2,0.0476190476190476,1.3678219634844482,0.0678529804497911,0.0078252639555263,water_per_diff_前2天,0.0008562296234371,13 - 15日龄
"[-10.53, -4.27)",195,0.2712100139082058,168,27,0.1384615384615384,0.2002168033293869,0.0101551064832031,0.0012235304803176,water_per_diff_前2天,0.0009022119299892,13 - 15日龄
"[-4.27, 8.34)",339,0.4714881780250348,281,58,0.1710914454277286,-0.0499986512822164,0.0011985350289033,0.0001700876085734,water_per_diff_前2天,0.000978399543585,13 - 15日龄
"[8.34, inf)",37,0.0514603616133518,27,10,0.2702702702702703,-0.6346585370592593,0.0252725078069791,0.0031345028147519,water_per_diff_前2天,0.0010673297788735,13 - 15日龄
,719,1.0,601,118,0.1641168289290681,,0.1128742317735183,0.0144560334779589,water_per_diff_前2天,0.0009536472109007,13 - 15日龄
"[-inf, 2.23)",535,0.7492997198879552,442,93,0.1738317757009345,-0.0608456536752428,0.0028308352125098,0.0027106293998997,water_per_diff_前3天,0.0009702970566412,13 - 15日龄
"[2.23, 3.94)",51,0.0714285714285714,50,1,0.0196078431372549,2.292466962828461,0.1728933678028972,0.0175633441083298,water_per_diff_前3天,0.0007546614570448,13 - 15日龄
"[3.94, 8.25)",91,0.1274509803921568,75,16,0.1758241758241758,-0.0746566513031556,0.0007282229381464,0.0001209919518935,water_per_diff_前3天,0.0009492787579221,13 - 15日龄
