Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,MORTALITY_RATE,Age_interval
"(-inf, -77.62)",207,0.23738532110091742,31,176,0.8502415458937198,-1.3510609643204143,0.3395148424260401,0.03948009980405104,water_per_diff,0.010242816186177332,34 - 35日龄
"[-77.62, -49.55)",110,0.12614678899082568,23,87,0.7909090909090909,-0.9449780764928422,0.09683592006897455,0.011673305141393777,water_per_diff,0.005925341455386252,34 - 35日龄
"[-49.55, -29.65)",143,0.16399082568807338,51,92,0.6433566433566433,-0.2045271180921226,0.006706045065851095,0.0008367976257101029,water_per_diff,0.004447668446120325,34 - 35日龄
"[-29.65, -2.95)",226,0.2591743119266055,107,119,0.5265486725663717,0.2791411675829686,0.020608729102748455,0.002567759900439382,water_per_diff,0.0037457851626642585,34 - 35日龄
"[-2.95, 5.40)",52,0.05963302752293578,45,7,0.1346153846153846,2.2461881669475985,0.25604585893843385,0.026618935717994886,water_per_diff,0.002377540073695144,34 - 35日龄
"[5.40, inf)",132,0.15137614678899083,94,38,0.2878787878787879,1.29114444877621,0.2492828409510122,0.02916166043934126,water_per_diff,0.00254639996900447,34 - 35日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff,,34 - 35日龄
Missing,2,0.0022935779816513763,2,0,0.0,0.0,0.0,0.0,water_per_diff,0.0,34 - 35日龄
,872,1.0,353,519,0.5951834862385321,,0.9689942365530603,0.11033855862893045,water_per_diff,,34 - 35日龄
"(-inf, -24.29)",139,0.15940366972477063,37,102,0.7338129496402878,-0.6286190744074547,0.057654381695396266,0.00709043320054609,water_per_shift_diff,0.007901924566949986,34 - 35日龄
"[-24.29, -18.89)",49,0.05619266055045872,16,33,0.673469387755102,-0.33848301299410705,0.006180035033952238,0.0007688376090335697,water_per_shift_diff,0.00621371150529431,34 - 35日龄
"[-18.89, -5.48)",204,0.23394495412844038,87,117,0.5735294117647058,0.08917001008941955,0.001874834907314914,0.00023427675178287668,water_per_shift_diff,0.005547901754293448,34 - 35日龄
"[-5.48, -3.25)",52,0.05963302752293578,32,20,0.38461538461538464,0.8554394554783273,0.044582007897662604,0.005408817273882569,water_per_shift_diff,0.003341519604977675,34 - 35日龄
"[-3.25, 17.84)",364,0.41743119266055045,162,202,0.554945054945055,0.16476446406377102,0.011486306391254076,0.001434166424472659,water_per_shift_diff,0.004564862095496364,34 - 35日龄
"[17.84, inf)",62,0.07110091743119266,17,45,0.7258064516129032,-0.5880133194815118,0.022665891926500828,0.002793111876833775,water_per_shift_diff,0.005554697843038929,34 - 35日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_shift_diff,,34 - 35日龄
Missing,2,0.0022935779816513763,2,0,0.0,0.0,0.0,0.0,water_per_shift_diff,0.0,34 - 35日龄
,872,1.0,353,519,0.5951834862385321,,0.14444345785208093,0.017729643136551537,water_per_shift_diff,,34 - 35日龄
"(-inf, -118.31)",54,0.06192660550458716,16,38,0.7037037037037037,-0.4795616112540127,0.01337590721701684,0.0016561486136092507,water_per_diff_前1天,0.012844292405348935,34 - 35日龄
"[-118.31, -81.24)",99,0.11353211009174312,6,93,0.9393939393939394,-2.35540419769261,0.3820314493138138,0.039086473349256676,water_per_diff_前1天,0.009965643878650569,34 - 35日龄
"[-81.24, -55.00)",112,0.12844036697247707,21,91,0.8125,-1.0809012425608349,0.12521927640380096,0.014932336584972939,water_per_diff_前1天,0.007002732747456177,34 - 35日龄
"[-55.00, -27.46)",191,0.2190366972477064,59,132,0.6910994764397905,-0.4198286524480594,0.03660756806703755,0.0045426336355203975,water_per_diff_前1天,0.0047873181889470096,34 - 35日龄
"[-27.46, -2.02)",229,0.2626146788990826,113,116,0.5065502183406113,0.359233453838568,0.034704312059521784,0.004314862725011023,water_per_diff_前1天,0.0037179322397852227,34 - 35日龄
"[-2.02, inf)",187,0.21444954128440366,138,49,0.2620320855614973,1.42086921327917,0.42131970946192515,0.04863871277046883,water_per_diff_前1天,0.0025887196060921194,34 - 35日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff_前1天,,34 - 35日龄
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff_前1天,,34 - 35日龄
,872,1.0,353,519,0.5951834862385321,,1.013258222523116,0.11317116767883911,water_per_diff_前1天,,34 - 35日龄
"(-inf, -47.68)",252,0.2889908256880734,40,212,0.8412698412698413,-1.2822709943254844,0.37847945924088533,0.04431380699233683,water_per_diff_前2天,0.008878779923504202,34 - 35日龄
"[-47.68, -25.10)",186,0.21330275229357798,56,130,0.6989247311827957,-0.45674693348784173,0.041948309305138,0.005198429872347348,water_per_diff_前2天,0.00528552359505714,34 - 35日龄
"[-25.10, -5.89)",182,0.20871559633027523,87,95,0.521978021978022,0.29746705328663475,0.01886375643443822,0.0023493141358418533,water_per_diff_前2天,0.003998839032473788,34 - 35日龄
"[-5.89, 3.31)",90,0.10321100917431193,52,38,0.4222222222222222,0.6990933850876333,0.051796566775175266,0.006345863760748954,water_per_diff_前2天,0.0038951570929876807,34 - 35日龄
"[3.31, 23.88)",118,0.1353211009174312,82,36,0.3050847457627119,1.208636135040735,0.19692363627462892,0.023218732739215712,water_per_diff_前2天,0.00277400318476252,34 - 35日龄
