Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,MORTALITY_RATE,Age_interval
"(-inf, -16.20)",37,0.05131761442441054,28,9,0.24324324324324326,-0.49625263942253617,0.014806537278214082,0.0018320565247649393,water_per_diff,0.0010337063934985028,13 - 15日龄
"[-16.20, -5.44)",153,0.21220527045769763,127,26,0.16993464052287582,-0.04514202382441157,0.0004390235332727972,5.48732825339706e-05,water_per_diff,0.0009622604188513992,13 - 15日龄
"[-5.44, 0.68)",124,0.17198335644937587,109,15,0.12096774193548387,0.352065108865413,0.018886254048110885,0.002348664381965491,water_per_diff,0.0008978206137859121,13 - 15日龄
"[0.68, 3.09)",41,0.056865464632454926,40,1,0.024390243902439025,2.0576468818524156,0.11905630340650414,0.012711065949659966,water_per_diff,0.0007783619142297366,13 - 15日龄
"[3.09, 11.93)",189,0.2621359223300971,156,33,0.1746031746031746,-0.07788412647846377,0.0016320267670038178,0.00020395180019729727,water_per_diff,0.0009880007067177656,13 - 15日龄
"[11.93, inf)",177,0.24549237170596394,143,34,0.192090395480226,-0.19474846661777478,0.009929834399883174,0.001239271509614382,water_per_diff,0.000968038069468291,13 - 15日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff,,13 - 15日龄
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff,,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.16474997943298889,0.018389883448736048,water_per_diff,,13 - 15日龄
"(-inf, 4.18)",300,0.4160887656033287,242,58,0.19333333333333333,-0.20273785665125343,0.018286695955079767,0.002281930274880304,water_per_shift_diff,0.0009834127126499203,13 - 15日龄
"[4.18, 5.72)",50,0.06934812760055478,43,7,0.14,0.1840573943767283,0.002206495171084537,0.00027542323323181397,water_per_shift_diff,0.000854269402986548,13 - 15日龄
"[5.72, 6.66)",41,0.056865464632454926,40,1,0.024390243902439025,2.0576468818524156,0.11905630340650414,0.012711065949659966,water_per_shift_diff,0.0008341008385480245,13 - 15日龄
"[6.66, 12.18)",190,0.2635228848821082,163,27,0.14210526315789473,0.16668076254091257,0.006917506981804463,0.0008636887951050717,water_per_shift_diff,0.0009602746642307301,13 - 15日龄
"[12.18, 13.39)",38,0.052704576976421634,32,6,0.15789473684210525,0.042743861310150955,9.491427167838528e-05,1.1863380855051792e-05,water_per_shift_diff,0.0009008722263220316,13 - 15日龄
"[13.39, inf)",102,0.14147018030513175,83,19,0.18627450980392157,-0.1568309436313633,0.0036654279346060143,0.0004577095129853128,water_per_shift_diff,0.0009624480193458608,13 - 15日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_shift_diff,,13 - 15日龄
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_shift_diff,,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.1502273437207573,0.01660168114671752,water_per_shift_diff,,13 - 15日龄
"(-inf, -17.70)",41,0.056865464632454926,30,11,0.2682926829268293,-0.6279304633977358,0.027295569093644726,0.0033569734760309933,water_per_diff_前1天,0.0010469204059165096,13 - 15日龄
"[-17.70, -13.60)",38,0.052704576976421634,37,1,0.02631578947368421,1.9796853403827037,0.10469623543103851,0.011296988359605265,water_per_diff_前1天,0.0008452813766922264,13 - 15日龄
"[-13.60, -11.21)",39,0.05409153952843273,36,3,0.07692307692307693,0.8536740775264797,0.029262038326546412,0.0035505826829115746,water_per_diff_前1天,0.0007765675626898103,13 - 15日龄
"[-11.21, 2.16)",362,0.5020804438280166,307,55,0.15193370165745856,0.0882819900932057,0.0037978352822793187,0.0004745753076995374,water_per_diff_前1天,0.0009401690427861431,13 - 15日龄
"[2.16, 4.19)",45,0.06241331484049931,38,7,0.15555555555555556,0.0604434384095518,0.00022341153416128586,2.7922191433210424e-05,water_per_diff_前1天,0.00104143268532398,13 - 15日龄
"[4.19, inf)",196,0.27184466019417475,155,41,0.20918367346938777,-0.3013795220465818,0.027247582220615307,0.0033931159953595816,water_per_diff_前1天,0.0009910929534294856,13 - 15日龄
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff_前1天,,13 - 15日龄
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,water_per_diff_前1天,,13 - 15日龄
,721,1.0,603,118,0.1636615811373093,,0.19252267188828556,0.02210015801304016,water_per_diff_前1天,,13 - 15日龄
