GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,67          ,72          ,77          ,
0        ,63          ,66          ,100         ,
1        ,66          ,76          ,78          ,
2        ,73          ,75          ,81          ,
3        ,62          ,66          ,75          ,
4        ,54          ,65          ,69          ,
5        ,62          ,66          ,68          ,
6        ,66          ,70          ,73          ,
7        ,67          ,77          ,78          ,
8        ,71          ,75          ,84          ,
9        ,70          ,75          ,80          ,
10       ,63          ,70          ,81          ,
11       ,58          ,71          ,78          ,
12       ,61          ,77          ,82          ,
13       ,57          ,77          ,83          ,
14       ,59          ,72          ,84          ,
15       ,72          ,79          ,84          ,
16       ,66          ,79          ,84          ,
17       ,66          ,79          ,83          ,
18       ,73          ,81          ,84          ,
19       ,78          ,84          ,84          ,
20       ,68          ,77          ,85          ,
21       ,67          ,69          ,81          ,
22       ,63          ,74          ,77          ,
23       ,69          ,77          ,81          ,
24       ,72          ,74          ,81          ,
25       ,54          ,73          ,81          ,
26       ,60          ,75          ,82          ,
27       ,65          ,78          ,81          ,
28       ,77          ,83          ,84          ,
29       ,76          ,81          ,85          ,
30       ,65          ,77          ,83          ,
31       ,52          ,73          ,83          ,
32       ,56          ,78          ,81          ,
33       ,64          ,77          ,84          ,
34       ,62          ,75          ,82          ,
35       ,53          ,75          ,79          ,
36       ,53          ,78          ,81          ,
37       ,50          ,74          ,84          ,
38       ,56          ,76          ,82          ,
39       ,62          ,67          ,87          ,
