GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.4        ,32.7        ,34.9        ,
0        ,32.4        ,33.2        ,37.2        ,
1        ,32.4        ,33.0        ,37.4        ,
2        ,31.8        ,31.9        ,37.7        ,
3        ,31.1        ,31.5        ,37.3        ,
4        ,30.2        ,30.4        ,35.6        ,
5        ,30.0        ,30.3        ,35.1        ,
6        ,29.3        ,29.4        ,33.8        ,
7        ,29.2        ,30.5        ,36.3        ,
8        ,29.7        ,31.0        ,36.0        ,
9        ,29.4        ,30.1        ,36.0        ,
10       ,29.0        ,29.6        ,35.9        ,
11       ,28.6        ,28.8        ,35.5        ,
12       ,28.5        ,28.8        ,32.2        ,
13       ,28.3        ,28.9        ,33.7        ,
14       ,28.2        ,28.9        ,34.0        ,
15       ,28.0        ,28.8        ,34.0        ,
16       ,28.1        ,28.9        ,34.0        ,
17       ,27.6        ,27.6        ,32.8        ,
18       ,27.0        ,28.3        ,32.1        ,
19       ,27.6        ,27.8        ,31.0        ,
20       ,27.1        ,29.1        ,33.6        ,
21       ,27.4        ,27.9        ,33.6        ,
22       ,27.7        ,30.1        ,33.7        ,
23       ,28.5        ,28.7        ,33.1        ,
24       ,27.5        ,30.0        ,33.8        ,
25       ,25.5        ,25.9        ,30.5        ,
26       ,25.6        ,27.4        ,31.8        ,
27       ,26.5        ,28.0        ,32.5        ,
28       ,26.9        ,29.0        ,32.8        ,
29       ,27.6        ,29.0        ,32.3        ,
30       ,27.2        ,30.2        ,32.2        ,
31       ,25.2        ,25.2        ,30.2        ,
32       ,24.1        ,25.6        ,30.4        ,
33       ,24.5        ,28.3        ,30.3        ,
34       ,26.7        ,28.7        ,30.1        ,
35       ,26.4        ,26.5        ,28.8        ,
36       ,25.7        ,27.3        ,28.7        ,
37       ,26.4        ,26.7        ,28.2        ,
38       ,26.2        ,36.0        ,36.0        ,
39       ,27.0        ,27.1        ,44.4        ,
40       ,25.3        ,25.8        ,27.1        ,
