GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,59          ,68          ,72          ,
0        ,47          ,75          ,78          ,
1        ,52          ,78          ,80          ,
2        ,3           ,70          ,83          ,
3        ,50          ,73          ,80          ,
4        ,67          ,78          ,84          ,
5        ,72          ,83          ,86          ,
6        ,74          ,84          ,87          ,
7        ,54          ,81          ,86          ,
8        ,58          ,78          ,84          ,
9        ,46          ,66          ,80          ,
10       ,44          ,71          ,73          ,
11       ,51          ,83          ,84          ,
12       ,71          ,86          ,87          ,
13       ,63          ,84          ,87          ,
14       ,59          ,84          ,88          ,
15       ,60          ,82          ,85          ,
16       ,57          ,84          ,89          ,
17       ,71          ,88          ,88          ,
18       ,72          ,87          ,88          ,
19       ,72          ,88          ,89          ,
20       ,63          ,89          ,89          ,
21       ,73          ,83          ,91          ,
22       ,63          ,85          ,86          ,
23       ,1           ,89          ,90          ,
24       ,1           ,85          ,92          ,
25       ,79          ,88          ,89          ,
26       ,73          ,86          ,90          ,
27       ,71          ,88          ,89          ,
28       ,72          ,83          ,91          ,
29       ,73          ,84          ,88          ,
30       ,71          ,89          ,90          ,
31       ,80          ,83          ,90          ,
32       ,56          ,82          ,84          ,
33       ,74          ,88          ,88          ,
34       ,82          ,86          ,92          ,
35       ,73          ,89          ,92          ,
36       ,83          ,89          ,92          ,
37       ,84          ,90          ,93          ,
38       ,84          ,92          ,93          ,
39       ,74          ,89          ,95          ,
40       ,不详          ,不详          ,不详          ,
