GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,35          ,44          ,45          ,
-1       ,35          ,39          ,70          ,
0        ,33          ,45          ,46          ,
1        ,39          ,50          ,53          ,
2        ,41          ,46          ,56          ,
3        ,42          ,55          ,56          ,
4        ,48          ,55          ,58          ,
5        ,51          ,59          ,61          ,
6        ,55          ,60          ,64          ,
7        ,55          ,61          ,66          ,
8        ,53          ,53          ,68          ,
9        ,52          ,57          ,67          ,
10       ,55          ,65          ,73          ,
11       ,62          ,69          ,79          ,
12       ,65          ,69          ,79          ,
13       ,62          ,63          ,76          ,
14       ,60          ,64          ,79          ,
15       ,61          ,65          ,77          ,
16       ,60          ,65          ,78          ,
17       ,57          ,60          ,77          ,
18       ,51          ,60          ,76          ,
19       ,58          ,67          ,76          ,
20       ,65          ,66          ,78          ,
21       ,65          ,67          ,78          ,
22       ,60          ,65          ,78          ,
23       ,59          ,65          ,81          ,
24       ,61          ,65          ,79          ,
25       ,56          ,69          ,82          ,
26       ,64          ,70          ,81          ,
27       ,65          ,71          ,84          ,
28       ,62          ,68          ,87          ,
29       ,56          ,75          ,86          ,
30       ,69          ,81          ,85          ,
31       ,68          ,75          ,86          ,
32       ,57          ,81          ,86          ,
33       ,69          ,76          ,86          ,
34       ,51          ,67          ,84          ,
35       ,42          ,65          ,79          ,
36       ,55          ,70          ,79          ,
37       ,38          ,62          ,83          ,
38       ,57          ,57          ,84          ,
