GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,30.3        ,30.3        ,35.5        ,
-1       ,28.4        ,30.6        ,36.7        ,
0        ,29.0        ,34.3        ,37.2        ,
1        ,33.0        ,33.1        ,37.2        ,
2        ,31.4        ,31.8        ,36.0        ,
3        ,30.8        ,30.8        ,36.3        ,
4        ,30.5        ,30.6        ,37.2        ,
5        ,29.8        ,30.6        ,36.5        ,
6        ,29.3        ,29.4        ,35.8        ,
7        ,29.0        ,29.3        ,35.3        ,
8        ,28.6        ,30.0        ,34.8        ,
9        ,28.9        ,29.4        ,33.7        ,
10       ,28.7        ,30.3        ,35.2        ,
11       ,29.6        ,30.8        ,35.0        ,
12       ,29.3        ,29.5        ,35.1        ,
13       ,28.5        ,29.9        ,34.8        ,
14       ,28.8        ,29.0        ,34.5        ,
15       ,28.6        ,29.1        ,33.2        ,
16       ,28.5        ,29.1        ,33.8        ,
17       ,28.5        ,29.4        ,33.3        ,
18       ,28.4        ,29.4        ,33.5        ,
19       ,28.1        ,29.3        ,33.7        ,
20       ,28.0        ,28.4        ,32.4        ,
21       ,27.8        ,28.5        ,32.5        ,
22       ,27.9        ,28.2        ,30.9        ,
23       ,27.5        ,28.6        ,32.6        ,
24       ,27.9        ,28.1        ,32.5        ,
25       ,27.3        ,29.3        ,32.5        ,
26       ,27.8        ,29.0        ,32.2        ,
27       ,27.7        ,29.9        ,31.8        ,
28       ,26.0        ,26.2        ,30.2        ,
29       ,26.0        ,27.2        ,30.9        ,
30       ,26.5        ,27.6        ,30.7        ,
31       ,26.7        ,28.3        ,31.1        ,
32       ,27.6        ,28.5        ,30.6        ,
33       ,27.2        ,28.9        ,30.7        ,
34       ,24.6        ,25.0        ,29.3        ,
35       ,23.8        ,25.1        ,29.0        ,
36       ,23.8        ,27.0        ,28.8        ,
37       ,25.9        ,27.2        ,29.3        ,
38       ,24.8        ,27.6        ,30.5        ,
39       ,25.0        ,27.1        ,32.7        ,
40       ,26.4        ,28.0        ,32.8        ,
41       ,27.8        ,28.9        ,33.1        ,
42       ,28.1        ,30.3        ,30.8        ,
43       ,27.9        ,27.9        ,31.9        ,
44       ,25.5        ,30.6        ,31.3        ,
