GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,1           ,53          ,100         ,
0        ,46          ,57          ,58          ,
1        ,55          ,65          ,66          ,
2        ,61          ,65          ,66          ,
3        ,62          ,64          ,66          ,
4        ,59          ,63          ,67          ,
5        ,59          ,67          ,68          ,
6        ,62          ,66          ,68          ,
7        ,60          ,66          ,67          ,
8        ,56          ,66          ,68          ,
9        ,31          ,66          ,100         ,
10       ,62          ,67          ,69          ,
11       ,51          ,67          ,69          ,
12       ,3           ,75          ,95          ,
13       ,70          ,76          ,90          ,
14       ,69          ,78          ,89          ,
15       ,68          ,79          ,89          ,
16       ,59          ,80          ,90          ,
17       ,58          ,78          ,92          ,
18       ,56          ,80          ,92          ,
19       ,50          ,79          ,92          ,
20       ,77          ,82          ,92          ,
21       ,79          ,83          ,92          ,
22       ,74          ,78          ,93          ,
23       ,69          ,80          ,92          ,
24       ,68          ,70          ,90          ,
25       ,60          ,72          ,86          ,
26       ,66          ,71          ,91          ,
27       ,69          ,79          ,83          ,
28       ,67          ,72          ,90          ,
29       ,72          ,81          ,90          ,
30       ,71          ,77          ,92          ,
31       ,63          ,76          ,91          ,
32       ,56          ,80          ,91          ,
33       ,51          ,81          ,93          ,
34       ,51          ,81          ,94          ,
35       ,67          ,85          ,94          ,
36       ,67          ,88          ,94          ,
37       ,51          ,87          ,96          ,
38       ,49          ,86          ,94          ,
39       ,52          ,92          ,95          ,
40       ,91          ,92          ,94          ,
