GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,20.5        ,32.5        ,33.1        ,
0        ,32.0        ,33.9        ,34.7        ,
1        ,32.6        ,33.8        ,34.7        ,
2        ,31.9        ,32.6        ,34.1        ,
3        ,31.1        ,32.2        ,33.2        ,
4        ,30.1        ,31.1        ,32.4        ,
5        ,29.3        ,29.5        ,31.8        ,
6        ,29.0        ,29.5        ,31.1        ,
7        ,28.1        ,28.8        ,30.0        ,
8        ,27.6        ,28.8        ,29.6        ,
9        ,21.2        ,28.2        ,29.3        ,
10       ,26.9        ,27.5        ,29.0        ,
11       ,26.7        ,27.8        ,28.5        ,
12       ,26.0        ,26.9        ,28.3        ,
13       ,25.3        ,26.7        ,28.0        ,
14       ,24.8        ,26.4        ,27.1        ,
15       ,24.7        ,25.3        ,27.1        ,
16       ,24.0        ,24.5        ,27.1        ,
17       ,23.9        ,24.0        ,27.5        ,
18       ,23.3        ,23.9        ,27.1        ,
19       ,23.1        ,24.2        ,28.1        ,
20       ,23.5        ,24.1        ,25.9        ,
21       ,22.5        ,22.8        ,25.6        ,
22       ,21.4        ,22.1        ,25.1        ,
23       ,21.5        ,22.1        ,24.7        ,
24       ,20.7        ,21.8        ,24.0        ,
25       ,20.4        ,21.1        ,23.5        ,
26       ,20.5        ,21.1        ,23.0        ,
27       ,20.6        ,20.7        ,22.9        ,
28       ,19.9        ,20.8        ,22.4        ,
29       ,20.0        ,21.3        ,22.3        ,
30       ,19.8        ,19.9        ,22.1        ,
31       ,18.9        ,19.5        ,21.4        ,
32       ,18.5        ,18.7        ,21.6        ,
33       ,18.2        ,18.8        ,21.5        ,
34       ,17.7        ,18.0        ,21.3        ,
35       ,17.0        ,18.0        ,20.0        ,
36       ,16.9        ,17.7        ,19.6        ,
37       ,4.8         ,8.9         ,19.6        ,
38       ,4.0         ,4.8         ,10.2        ,
39       ,2.3         ,8.6         ,11.0        ,
40       ,8.4         ,8.7         ,8.9         ,
