GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.4        ,32.4        ,33.6        ,
0        ,32.3        ,34.1        ,35.5        ,
1        ,32.8        ,33.1        ,36.3        ,
2        ,31.5        ,32.4        ,33.9        ,
3        ,30.8        ,31.2        ,32.6        ,
4        ,30.0        ,30.4        ,32.0        ,
5        ,29.0        ,29.1        ,32.0        ,
6        ,29.0        ,29.3        ,32.8        ,
7        ,28.8        ,29.1        ,30.6        ,
8        ,28.4        ,28.7        ,32.4        ,
9        ,27.9        ,28.4        ,32.3        ,
10       ,27.7        ,28.3        ,32.3        ,
11       ,27.3        ,27.9        ,30.2        ,
12       ,26.5        ,26.8        ,28.7        ,
13       ,25.8        ,26.7        ,28.5        ,
14       ,25.4        ,26.1        ,29.0        ,
15       ,25.2        ,26.4        ,29.5        ,
16       ,25.2        ,26.0        ,29.6        ,
17       ,25.0        ,25.5        ,28.1        ,
18       ,24.3        ,24.6        ,26.7        ,
19       ,23.6        ,23.9        ,27.3        ,
20       ,23.4        ,24.0        ,27.5        ,
21       ,23.3        ,23.8        ,28.0        ,
22       ,23.2        ,24.0        ,29.1        ,
23       ,23.4        ,24.1        ,28.3        ,
24       ,23.6        ,24.2        ,26.9        ,
25       ,23.0        ,23.6        ,28.0        ,
26       ,22.7        ,23.2        ,27.8        ,
27       ,22.2        ,23.4        ,27.0        ,
28       ,22.4        ,24.1        ,24.9        ,
29       ,22.1        ,22.5        ,29.5        ,
30       ,19.4        ,20.0        ,23.3        ,
31       ,18.9        ,20.5        ,23.2        ,
32       ,19.2        ,19.8        ,22.5        ,
33       ,17.8        ,18.1        ,20.7        ,
34       ,15.9        ,16.1        ,21.2        ,
35       ,15.9        ,17.0        ,22.1        ,
36       ,16.5        ,17.7        ,24.1        ,
37       ,17.2        ,19.0        ,20.6        ,
38       ,16.7        ,19.4        ,20.7        ,
