GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,不详          ,不详          ,不详          ,
-1       ,不详          ,不详          ,不详          ,
0        ,34          ,49          ,68          ,
1        ,47          ,56          ,61          ,
2        ,56          ,67          ,71          ,
3        ,62          ,70          ,73          ,
4        ,64          ,68          ,75          ,
5        ,63          ,73          ,76          ,
6        ,69          ,77          ,80          ,
7        ,67          ,75          ,81          ,
8        ,65          ,69          ,80          ,
9        ,62          ,67          ,77          ,
10       ,65          ,73          ,87          ,
11       ,71          ,75          ,87          ,
12       ,70          ,76          ,88          ,
13       ,72          ,76          ,86          ,
14       ,71          ,74          ,87          ,
15       ,70          ,73          ,86          ,
16       ,71          ,73          ,85          ,
17       ,73          ,77          ,87          ,
18       ,70          ,76          ,84          ,
19       ,68          ,75          ,86          ,
20       ,68          ,74          ,83          ,
21       ,65          ,72          ,84          ,
22       ,63          ,76          ,83          ,
23       ,68          ,73          ,86          ,
24       ,68          ,74          ,85          ,
25       ,64          ,72          ,83          ,
26       ,67          ,74          ,84          ,
27       ,63          ,68          ,83          ,
28       ,61          ,66          ,81          ,
29       ,64          ,66          ,79          ,
30       ,54          ,63          ,76          ,
31       ,47          ,60          ,73          ,
32       ,54          ,63          ,70          ,
33       ,53          ,61          ,70          ,
34       ,60          ,65          ,76          ,
35       ,60          ,64          ,73          ,
36       ,60          ,66          ,70          ,
37       ,61          ,81          ,83          ,
38       ,71          ,75          ,85          ,
39       ,48          ,65          ,77          ,
40       ,53          ,60          ,76          ,
41       ,58          ,63          ,67          ,
42       ,100         ,100         ,100         ,
43       ,100         ,100         ,100         ,
