GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,76          ,79          ,82          ,
1        ,65          ,74          ,79          ,
2        ,60          ,69          ,77          ,
3        ,63          ,73          ,77          ,
3        ,69          ,78          ,79          ,
4        ,74          ,77          ,79          ,
5        ,60          ,77          ,79          ,
6        ,60          ,74          ,78          ,
7        ,49          ,67          ,76          ,
8        ,46          ,69          ,74          ,
9        ,55          ,76          ,76          ,
10       ,69          ,78          ,79          ,
11       ,65          ,78          ,81          ,
12       ,64          ,79          ,81          ,
13       ,63          ,80          ,81          ,
14       ,64          ,79          ,82          ,
15       ,72          ,83          ,83          ,
16       ,73          ,83          ,84          ,
17       ,76          ,83          ,84          ,
18       ,73          ,85          ,85          ,
19       ,78          ,86          ,88          ,
20       ,79          ,86          ,88          ,
21       ,74          ,85          ,89          ,
22       ,79          ,85          ,88          ,
23       ,81          ,87          ,94          ,
24       ,79          ,85          ,93          ,
25       ,75          ,85          ,91          ,
26       ,75          ,82          ,87          ,
27       ,81          ,87          ,91          ,
28       ,79          ,89          ,99          ,
29       ,85          ,86          ,99          ,
30       ,59          ,86          ,87          ,
31       ,78          ,84          ,91          ,
32       ,83          ,85          ,87          ,
33       ,82          ,84          ,87          ,
34       ,84          ,88          ,88          ,
35       ,86          ,89          ,99          ,
36       ,87          ,90          ,90          ,
37       ,85          ,89          ,90          ,
38       ,70          ,80          ,92          ,
39       ,78          ,79          ,81          ,
