GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,57          ,64          ,81          ,
0        ,54          ,69          ,71          ,
1        ,61          ,68          ,73          ,
2        ,66          ,77          ,77          ,
3        ,70          ,72          ,78          ,
4        ,66          ,69          ,73          ,
5        ,68          ,72          ,75          ,
6        ,70          ,76          ,78          ,
7        ,73          ,78          ,81          ,
8        ,73          ,79          ,83          ,
9        ,68          ,77          ,82          ,
10       ,69          ,78          ,82          ,
11       ,71          ,79          ,84          ,
12       ,73          ,75          ,86          ,
13       ,69          ,75          ,83          ,
14       ,68          ,74          ,83          ,
15       ,64          ,72          ,82          ,
16       ,58          ,72          ,81          ,
17       ,56          ,74          ,82          ,
18       ,54          ,76          ,82          ,
19       ,48          ,76          ,83          ,
20       ,71          ,76          ,83          ,
21       ,75          ,78          ,84          ,
22       ,72          ,77          ,85          ,
23       ,69          ,79          ,85          ,
24       ,69          ,74          ,84          ,
25       ,61          ,72          ,82          ,
26       ,66          ,72          ,84          ,
27       ,69          ,77          ,81          ,
28       ,68          ,78          ,86          ,
29       ,73          ,81          ,87          ,
30       ,71          ,79          ,87          ,
31       ,65          ,81          ,88          ,
32       ,56          ,78          ,89          ,
33       ,52          ,79          ,88          ,
34       ,51          ,78          ,90          ,
35       ,69          ,83          ,89          ,
36       ,69          ,83          ,93          ,
37       ,62          ,81          ,92          ,
38       ,49          ,90          ,90          ,
39       ,7           ,7           ,92          ,
40       ,7           ,7           ,7           ,
