GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,20.1        ,32.5        ,33.1        ,
0        ,32.1        ,34.1        ,34.8        ,
1        ,33.0        ,33.5        ,34.7        ,
2        ,32.2        ,32.5        ,34.1        ,
3        ,31.1        ,31.8        ,33.1        ,
4        ,30.1        ,31.1        ,32.1        ,
5        ,29.5        ,30.0        ,31.3        ,
6        ,28.5        ,29.5        ,30.6        ,
7        ,28.2        ,28.9        ,29.9        ,
8        ,27.7        ,28.9        ,29.6        ,
9        ,27.5        ,28.0        ,29.3        ,
10       ,27.0        ,27.2        ,28.9        ,
11       ,26.9        ,27.1        ,28.7        ,
12       ,26.0        ,27.3        ,28.3        ,
13       ,25.5        ,25.9        ,27.9        ,
14       ,25.2        ,25.2        ,27.2        ,
15       ,24.7        ,25.1        ,27.0        ,
16       ,24.4        ,25.2        ,27.1        ,
17       ,24.0        ,24.4        ,27.2        ,
18       ,23.6        ,24.5        ,27.1        ,
19       ,23.5        ,24.4        ,27.8        ,
20       ,23.8        ,24.2        ,26.2        ,
21       ,22.9        ,23.0        ,25.9        ,
22       ,21.6        ,22.3        ,25.4        ,
23       ,21.6        ,21.9        ,24.9        ,
24       ,21.0        ,21.6        ,24.1        ,
25       ,20.5        ,20.9        ,23.6        ,
26       ,20.5        ,21.5        ,23.3        ,
27       ,20.8        ,21.4        ,23.1        ,
28       ,20.0        ,20.0        ,22.6        ,
29       ,20.0        ,21.5        ,22.1        ,
30       ,18.9        ,20.1        ,22.1        ,
31       ,18.8        ,19.5        ,21.5        ,
32       ,18.3        ,19.6        ,21.6        ,
33       ,17.8        ,19.0        ,21.5        ,
34       ,17.5        ,18.4        ,21.4        ,
35       ,16.9        ,17.5        ,20.1        ,
36       ,16.5        ,17.4        ,19.5        ,
37       ,16.2        ,17.8        ,19.6        ,
38       ,5.4         ,11.9        ,18.7        ,
39       ,1.9         ,12.0        ,13.9        ,
40       ,11.9        ,12.4        ,12.5        ,
