GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,62          ,63          ,73          ,
1        ,56          ,69          ,69          ,
2        ,59          ,67          ,70          ,
3        ,43          ,69          ,70          ,
4        ,51          ,71          ,73          ,
5        ,46          ,67          ,72          ,
6        ,47          ,66          ,70          ,
7        ,60          ,85          ,85          ,
8        ,76          ,85          ,88          ,
9        ,72          ,86          ,89          ,
10       ,73          ,87          ,89          ,
11       ,70          ,87          ,89          ,
12       ,71          ,86          ,89          ,
13       ,80          ,88          ,90          ,
14       ,80          ,90          ,90          ,
15       ,79          ,89          ,91          ,
16       ,73          ,91          ,91          ,
17       ,80          ,89          ,91          ,
18       ,82          ,91          ,92          ,
19       ,76          ,91          ,92          ,
20       ,79          ,87          ,92          ,
21       ,81          ,90          ,91          ,
22       ,76          ,91          ,92          ,
23       ,81          ,91          ,92          ,
24       ,81          ,91          ,92          ,
25       ,85          ,92          ,92          ,
26       ,78          ,93          ,93          ,
27       ,85          ,89          ,93          ,
28       ,59          ,89          ,90          ,
29       ,75          ,92          ,92          ,
30       ,79          ,92          ,93          ,
31       ,85          ,92          ,92          ,
32       ,88          ,93          ,93          ,
33       ,86          ,93          ,94          ,
34       ,88          ,93          ,94          ,
35       ,90          ,94          ,94          ,
36       ,93          ,94          ,94          ,
37       ,93          ,94          ,96          ,
38       ,84          ,94          ,96          ,
39       ,83          ,94          ,95          ,
40       ,88          ,89          ,97          ,
41       ,86          ,94          ,95          ,
42       ,94          ,95          ,96          ,
43       ,89          ,98          ,98          ,
44       ,98          ,100         ,100         ,
