GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,32.4        ,34.1        ,36.8        ,
1        ,33.4        ,33.7        ,36.9        ,
2        ,32.3        ,32.6        ,35.5        ,
3        ,31.0        ,31.0        ,38.2        ,
4        ,30.5        ,30.7        ,36.0        ,
5        ,29.0        ,30.0        ,33.7        ,
6        ,28.7        ,29.1        ,33.1        ,
7        ,28.6        ,28.9        ,33.0        ,
8        ,28.4        ,29.1        ,31.7        ,
9        ,28.1        ,29.1        ,32.9        ,
10       ,28.2        ,28.5        ,32.7        ,
11       ,27.8        ,28.3        ,33.1        ,
12       ,27.7        ,28.5        ,32.8        ,
13       ,27.4        ,27.6        ,32.2        ,
14       ,27.1        ,27.7        ,31.5        ,
15       ,27.2        ,28.3        ,30.9        ,
16       ,27.0        ,27.7        ,32.5        ,
17       ,26.9        ,27.4        ,32.4        ,
18       ,26.8        ,28.4        ,32.1        ,
19       ,27.5        ,28.8        ,32.2        ,
20       ,27.7        ,30.4        ,32.2        ,
21       ,25.9        ,26.5        ,30.8        ,
22       ,26.2        ,27.6        ,31.7        ,
23       ,27.0        ,28.1        ,31.7        ,
24       ,26.8        ,27.7        ,31.8        ,
25       ,27.2        ,27.9        ,31.7        ,
26       ,26.9        ,28.7        ,32.4        ,
27       ,24.9        ,25.0        ,30.0        ,
28       ,24.0        ,25.1        ,30.9        ,
29       ,23.8        ,27.0        ,31.7        ,
30       ,26.4        ,28.5        ,31.8        ,
31       ,26.4        ,26.4        ,29.9        ,
32       ,25.8        ,27.5        ,30.0        ,
33       ,27.1        ,27.4        ,29.3        ,
34       ,26.7        ,28.3        ,29.5        ,
35       ,26.2        ,26.3        ,29.0        ,
36       ,25.7        ,27.0        ,27.5        ,
37       ,26.7        ,27.6        ,29.7        ,
38       ,25.6        ,26.9        ,32.4        ,
39       ,26.1        ,27.3        ,32.9        ,
40       ,24.3        ,24.9        ,27.4        ,
41       ,23.5        ,26.7        ,27.6        ,
42       ,25.6        ,26.6        ,29.6        ,
43       ,25.8        ,26.0        ,31.4        ,
44       ,25.9        ,30.0        ,31.5        ,
